input,output,input_processed,is_divorce,law_topic,topic_name,topic_probability,announce_date,law_intent,intent_label
"사실혼 관계에서 재산분할이 인정되기 위해서는 어떤 조건이 충족되어야 하며, 관련 법리는 무엇인가요?","사실혼 관계에서 재산분할이 인정되기 위해서는 당사자 사이에 혼인 의사가 있어야 하며, 객관적으로 사회관념상 부부공동생활을 인정할 수 있는 혼인생활의 실체가 있어야 합니다. 관련법리로는 민법 제839조 제1항에 따라 사실혼 관계에 있는 부부의 재산분할 규정이 적용되며, 이때 부부의 생활공동체라는 실질에 비추어 유추적용이 가능합니다. 대법원 1995. 3. 10. 선고 94므1379, 1386 판결을 참고할 수 있습니다.",사실혼 관계 재산 분할 충족 되어다 법리,1,0,이혼 시 금전 문제 (재산분할·양육비),0.47820228,2021-05-27T09:00:00.000+09:00,가능 여부 판단,0
제3자가 타인의 부부공동생활을 방해한 경우 어떤 법적 책임을 질 수 있나요?,"제3자가 타인의 부부공동생활에 개입하여 그 부부공동생활의 파탄을 초래하거나 혼인의 본질에 해당하는 부부공동생활을 방해할 경우, 이는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고, 이로 인해 배우자가 정신적 고통을 입게 된다면 이는 불법행위로 인정되어 손해배상 책임을 질 수 있습니다.",타인 부부 생활 방해 법적 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.91176206,2020-09-16T09:00:00.000+09:00,법적 근거·조문,6
법률 상담과 심리 상담을 함께 진행할 수 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
재산분할 비율은 보통 어떻게 정해지나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
이혼 신청 전에 필요한 서류가 있나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
"부정행위로 인해 발생한 정신적 고통에 대한 위자료 손해배상 사건에서, 손해의 공평분담 원칙은 어떻게 적용되나요?","부정행위로 인한 정신적 고통에 대한 위자료 손해배상 사건에서는 손해의 공평분담 원칙에 따라, 부정행위의 상대방인 제3자에게 부정행위로 인한 전체 위자료 손해 중 제3자의 부담 부분만을 배상하도록 제한할 수 있습니다. 이는 부부의 신분상, 생활상의 일체성을 고려하고, 부부공동생활의 조속한 회복 및 안정을 도모하기 위해 필요한 조치로 해석됩니다.",부정행위 정신 고통 위자료 손해배상 사건 손해 공평 분담 원칙,1,1,부정행위 및 제3자 개입 책임,0.43512046,2023-05-26T09:00:00.000+09:00,가능 여부 판단,0
간통행위로 인한 위자료 산정 시 고려되는 요소는 무엇인가요?,"간통행위로 인한 위자료 산정 시, 배우자의 평소 행태, 간통 상대방과의 혈연관계, 간통 사실을 알게 된 이후 배우자의 대응, 혼인기간, 간통행위의 기간, 방법 및 정도, 간통행위가 혼인관계에 미친 영향 등의 요소를 종합적으로 고려하여 결정됩니다.",간통 행위 위자료 산정 고려 요소,1,1,부정행위 및 제3자 개입 책임,0.5188775,2019-07-10T09:00:00.000+09:00,증거·입증,2
배우자가 인정하지 않는 증거는 어떻게 처리되나요?,,,,3,부정행위의 법률적 근거,,,증거·입증,2
"혼인 중 제3자와의 관계로 인해 부부관계가 손상되었을 때, 제3자의 책임을 물을 수 있는 요건은 무엇인가요?","부부 중 한 사람과 제3자가 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 배우자에게 정신적 고통을 가한 경우 불법행위가 성립하며, 이에 대한 책임을 물을 수 있습니다. 제3자는 상대방이 기혼자임을 알면서 상당한 기간 동안 지속적으로 부정행위를 했으며, 이러한 행위가 배우자의 권리를 침해하여 정신적 고통을 초래하였다는 것을 증명해야 합니다.",혼인 관계 부부 손상 되어다 책임 제3자와의 제3자의,1,1,부정행위 및 제3자 개입 책임,0.911764,2017-09-26T09:00:00.000+09:00,절차·방법,1
양육비 지급 의무를 확인하기 위해 필요한 공정증서의 법적 효력은 무엇인가요?,"민법 제837조, 912조에 따르면, 양육비 지급 의무를 확인하는 공정증서는 당사자 간 약정에 의하여 강제 집행이 가능한 효력을 가집니다. 이는 양육자의 의무가 자녀의 복리를 위해 이행되어야 하며, 양육비는 정기적으로 지급되어야 한다는 원칙에 따라 필요합니다.",양육비 지급 의무 확인 공정증서 법적,1,0,이혼 시 금전 문제 (재산분할·양육비),0.7188429,2016-11-10T09:00:00.000+09:00,증거·입증,2
부부공동생활을 방해하는 경우 제3자의 책임은 어떻게 인정되나요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 제3자가 부부공동생활에 개입하여 그 파탄을 초래한 경우, 이는 부부공동생활에 대한 부정행위로 인정될 수 있으며, 그로 인해 정신적 고통을 겪은 배우자에게 위자료를 지급할 의무가 발생합니다. 이는 대법원 판례에 의하여 명확하게 인정된 바 있습니다.",부부 생활 방해 책임 제3자의,1,1,부정행위 및 제3자 개입 책임,0.873695,2016-10-28T09:00:00.000+09:00,가능 여부 판단,0
상담 중 민감한 내용을 말해도 보호되나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
배우자의 장기 별거가 법적으로 이혼 사유가 되나요?,,,,3,부정행위의 법률적 근거,,,가능 여부 판단,0
양육권의 법적 기준은 무엇인가요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,개념·범위·기준,7
부부 공동명의 부채는 어떻게 처리되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
이혼 시 양육권 관련 법조문은 어디에 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,법적 근거·조문,6
상담 내용이 외부로 유출될 일이 없겠죠?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
상대방의 부정행위로 인한 혼인생활의 침해가 인정되기 위한 법적 기준은 무엇인가요?,"부정행위가 혼인생활의 본질을 침해하는 경우, 즉 부부 공동생활을 방해하거나 그 행위가 배우자의 권리를 침해하는 경우에 인정됩니다. 그러므로 부정행위인지 여부는 구체적인 사실에 따라 평가되어야 하며(대법원 1988. 5. 24. 선고 88므7 판결 참조), 부정행위의 정도와 상황을 고려하여야 합니다.",상대방 부정행위 혼인 생활 침해 법적 기준,1,1,부정행위 및 제3자 개입 책임,0.70344466,2019-12-18T09:00:00.000+09:00,가능 여부 판단,0
재산분할 소송의 시효는 어떻게 정해지나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,기간·시효,4
"배우자와 혼인 중에 제3자가 부정행위를 저질렀을 경우, 배우자에게 위자료 청구가 가능한 조건은 무엇인가요?","배우자와 혼인 중에 제3자가 부정행위를 저질렀을 경우, 위자료 청구가 가능하기 위해서는 제3자가 배우자가 있는 사람임을 알면서도 부정행위를 저질렀다는 사실이 인정되어야 합니다. 또한, 그러한 부정행위로 인해 혼인관계가 침해되었거나 유지가 방해되었다는 점도 입증되어야 합니다.",배우자 혼인 부정행위 저지르다 위자료 청구 제3자가,1,1,부정행위 및 제3자 개입 책임,0.47867206,2023-03-09T09:00:00.000+09:00,가능 여부 판단,0
양육비가 지나치게 많다고 느껴질 때 줄일 방법이 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
법에서 인정하는 ‘혼인 유지가 어려운 중대한 사유’에는 어떤 게 있나요?,,,,3,부정행위의 법률적 근거,,,가능 여부 판단,0
서로 합의가 안 되는 경우에도 법에서 정한 이혼 절차로 진행할 수 있나요?,,,,3,부정행위의 법률적 근거,,,가능 여부 판단,0
이혼 절차 중 자녀 문제는 어떻게 다뤄지나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,절차·방법,1
재산분할 시 주택담보대출이 있으면 어떻게 되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
부정행위가 인정되기 위해 필요한 증거의 구체적 기준은 무엇인가요?,"부정행위가 인정되기 위해서는 행위의 정도와 상황을 종합적으로 고려해야 합니다. 예를 들어, 메시지를 통해 성관계를 암시하는 표현, 직접적인 성관계가 있었다는 인정, 그리고 이를 증명할 수 있는 구체적인 증거들이 필요합니다. 더불어 이러한 증거들이 법원에서 신뢰성을 가지고 받아들여져야 부정행위가 인정됩니다.",부정행위 증거 구체 기준,1,3,부정행위의 법률적 근거,0.8800129,2021-11-11T09:00:00.000+09:00,가능 여부 판단,0
위자료를 받지 못했을 때 법적 대응은 어떻게 하나요?,,,,1,위자료 및 손해배상 청구,,,제재·구제수단,5
"제3자가 부부의 일방과 부정행위를 한 경우, 이를 불법행위로 인정하기 위한 조건은 무엇인가요?","대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우는 불법행위에 해당합니다. 이때의 '부정행위'는 간통에까지 이르지 않더라도 부부의 정조의무를 저버린 일체의 행위를 포함하며, 구체적 사안에 따라 그 정도와 상황을 참작하여 평가됩니다.",부부 일방 부정행위 이르다 불법행위 제3자가,1,1,부정행위 및 제3자 개입 책임,0.90392065,2018-12-13T09:00:00.000+09:00,가능 여부 판단,0
법적으로 정해진 이혼 사유는 총 몇 가지인가요?,,,,3,부정행위의 법률적 근거,,,기타,-1
"배우자가 제3자와 부정행위를 한 경우, 정신적 고통에 대한 손해배상을 청구할 수 있는 법적 근거는 무엇인가요?","배우자가 제3자와 부정행위를 하여 혼인관계를 침해하거나 유지에 방해를 초래하여 배우자에게 정신적 고통을 가한 경우, 이는 민법상 불법행위에 해당합니다. 이에 따라 피해 배우자는 민법 제750조에 따라 손해배상을 청구할 수 있습니다. 불법행위가 인정되기 위해서는 제3자의 부정행위가 혼인관계에 실질적인 손상을 주었고, 그로 인해 정신적 고통을 입었다는 사실을 입증해야 합니다.",배우자 부정행위 정신 고통 손해배상 청구 법적 제3자와,1,2,위자료 및 손해배상 청구,0.93414354,2016-11-24T09:00:00.000+09:00,가능 여부 판단,0
부정행위에 대한 불법행위 책임이 인정되는 범위는 어떻게 되나요?,"부정행위에 대한 불법행위 책임은 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고, 그로 인해 배우자에게 정신적 고통을 가하는 경우에 인정됩니다. 이는 대법원 판례(2014. 11. 20. 선고 2011므2997 전원합의체 판결 및 2015. 5. 29. 선고 2013므2441 판결 등)에 따른 것으로, 제3자의 행위가 부부공동생활의 파탄을 초래할 정도로 심각한 영향을 미쳤음을 입증해야 합니다.",부정행위 불법행위 책임 범위,1,1,부정행위 및 제3자 개입 책임,0.55050725,2022-11-25T09:00:00.000+09:00,가능 여부 판단,0
"이혼 관련 합의서 작성 이후, 중대한 사유로 합의서상의 의무를 위반했을 경우 약정 위반에 해당하지 않으려면 어떤 조건이 필요한가요?","합의서 작성 이후 성병 관련 문제로 연락한 것이 합의서에 준수 가능한 연락으로 규정되어 있다면 이는 약정 위반에 해당하지 않습니다. 그러나 연락의 내용, 시기, 횟수 등을 종합적으로 고려하여 판단하며, 합의서를 벗어난 연락이라면 약정 위반에 해당할 수 있습니다.",이혼 합 작성 사유 상 의무 위반 약정 해당,1,3,부정행위의 법률적 근거,0.6916047,2022-08-09T09:00:00.000+09:00,기타,-1
"이혼 후 자녀의 양육비 부담 내용이 부당하다고 인정되는 경우, 가정법원이 양육비 부담 내용을 변경할 수 있는 기준은 무엇인가요?","가정법원은 재판 또는 당사자의 협의로 정해진 양육비 부담이 자녀의 복리를 위하여 부당하다고 인정되는 때에는 그 내용을 변경할 수 있습니다. 양육비 감액은 일반적으로 자녀의 복리를 위하여 필요한 조치라고 보기 어려우므로, 양육비 감액이 자녀에게 미치는 영향을 우선적으로 고려해야 합니다. 또한, 종전 양육비가 정해진 경위와 액수, 줄어드는 양육비 액수, 당초 결정된 양육비 부담 외에 정해진 위자료, 재산분할 등 재산상 합의의 유무와 내용, 재산상태의 변경, 자녀의 수, 연령, 교육 정도, 부모의 직업, 건강, 소득, 자금 능력, 신분관계의 변동, 물가의 동향 등 여러 사정을 종합적으로 참작하여 양육비 감액이 불가피하고 자녀의 복리에 필요한 것인지를 따져보아야 합니다.",이혼 자녀 양육비 부담 가정법원 변경 기준,1,0,이혼 시 금전 문제 (재산분할·양육비),0.6127311,2020-12-18T09:00:00.000+09:00,가능 여부 판단,0
사실혼의 종료는 법적으로 어떻게 인정되나요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
민법에서 정한 유책배우자 원칙은 무엇인가요?,,,,3,부정행위의 법률적 근거,,,법적 근거·조문,6
사실혼 관계의 종료가 사망으로 인한 경우 재산분할청구권이 인정되지 않는 이유는 무엇인가요?,"사실혼 관계의 종료가 사망으로 인한 경우에는, 법률상 혼인관계의 종료와 달리 재산분할청구권이 인정되지 않는데, 이는 상속에 관한 법률 규정에 따라서 망인의 재산에 대한 상속권만이 인정되기 때문입니다(대법원 2006. 3. 24. 선고 200515595 판결 참조). 법률상 혼인과 달리 사실혼 관계는 법률상 보호가 이루어지지 않기 때문에, 사망으로 인해 종료된 경우 재산분할청구권이 부여되지 않습니다.",사실혼 관계 종료 사망 재산분할청구권 이유,1,0,이혼 시 금전 문제 (재산분할·양육비),0.90140754,2017-12-21T09:00:00.000+09:00,가능 여부 판단,0
재산분할 조정의 효력을 주장하기 위해 필요한 내용은 무엇인가요?,"재산분할 조정의 효력을 주장하기 위해서는 혼인관계의 종료 및 조정에 의해 결정된 재산의 구분 및 분할 내용이 정확히 정리되어 있어야 합니다. 민법 제834조에 따르면 재산분할에 대한 합의는 법적으로 강제력을 가지며, 이를 위반할 경우 법적 책임이 발생하므로 명확한 합의 내용의 문서화가 필수적입니다.",재산 분할 조정,1,0,이혼 시 금전 문제 (재산분할·양육비),0.7843942,2016-06-17T09:00:00.000+09:00,기간·시효,4
배우자의 부정행위에 대해 위자료 청구 시 어떤 요소들이 고려되나요?,"위자료 청구 시에는 배우자의 혼인 기간 및 상태, 부정행위의 기간과 정도, 부정행위를 인지하게 된 경위, 그리고 부정행위 이후의 정황 등 다양한 요소들이 고려됩니다. 이러한 사정을 종합적으로 참작하여 법원은 위자료 액수를 정하게 됩니다. 예를 들어, 부부 사이의 법률상 혼인 관계, 부정행위의 지속 기간과 빈도, 정신적 고통의 정도 등이 중요한 판단 요소가 됩니다.",배우자 부정행위 대해 위자료 청구 요소 고려,1,2,위자료 및 손해배상 청구,0.7910324,2022-11-23T09:00:00.000+09:00,가능 여부 판단,0
양육비 지급의무 불이행에 따른 강제집행은 어떤 절차를 따르나요?,"양육비 지급의무 불이행 시 강제집행은 협의에 의해 미리 정해진 절차를 따르게 됩니다. 예를 들어, 지급 지체 시 나머지 금원을 일시적으로 지급하고 연체된 금액에 대해 지연손해금을 가산하여 지급하는 약정을 공정증서로 작성해 놓으면, 그 증서를 바탕으로 강제집행을 신청할 수 있습니다. 다만, 강제집행이 자녀의 복리에 부합하는지 여부에 따라 가정법원의 심판을 통해 변경될 수 있습니다.",양육비 지급 의무 이행 강제집행,1,0,이혼 시 금전 문제 (재산분할·양육비),0.8774143,2017-04-13T09:00:00.000+09:00,절차·방법,1
재산분할 소송의 제척기간은 언제부터 계산되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,기간·시효,4
배우자의 부정행위로 인해 정신적 고통을 받은 경우 위자료 청구는 어떻게 성립되나요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 일방 배우자의 부정행위는 간통뿐만 아니라 정조의무에 충실하지 않은 일체의 행위를 포함하며, 부정행위 여부는 구체적 사례에서 그 정도와 상황을 통해 평가되어야 합니다. 이러한 부정행위로 인한 정신적 고통이 인정되면, 피해자는 가해자를 상대로 위자료를 청구할 수 있습니다.",배우자 부정행위 정신 고통 받다 위자료 청구,1,2,위자료 및 손해배상 청구,0.92421967,2018-09-06T09:00:00.000+09:00,가능 여부 판단,0
배우자가 있는 사람과 부정행위를 한 경우 위자료의 액수는 어떻게 정해지나요?,"위자료의 액수는 부정행위의 내용, 정도 및 기간, 결혼기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향을 참작하여 정해집니다. 예를 들어, 부정행위가 장기간 지속되었거나 부부 공동생활에 큰 영향을 미친 경우 위자료 액수가 증가할 수 있습니다. 한 사건에서는 이러한 기준에 따라 위자료 액수가 13,000,000원으로 정해진 사례가 있습니다.",배우자 부정행위 위자료 액수 정해지다,1,2,위자료 및 손해배상 청구,0.3778015,2018-10-31T09:00:00.000+09:00,절차·방법,1
혼인 관계의 성립 요건은 어디에 있나요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
혼인 파탄 상태의 법적 판단 기준은?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
민법 제750조는 어떤 경우에 적용되나요?,,,,2,부정행위 및 제3자 개입 책임,,,법적 근거·조문,6
불법행위로 인하여 피해자의 가족이 위자료를 청구할 수 있는 요건은 무엇인가요?,"민법 제750조 내지 752조에 따르면, 불법행위 피해자의 가족은 직접적인 정신적 고통을 입증할 수 있는 경우 위자료를 청구할 수 있습니다. 이때 사실혼 관계에 있거나 부모-자식 관계인 경우에는 특별한 사정이 없는 한 정신적 고통을 입은 것으로 간주됩니다.",불법행위 피해자 가족 위자료 청구,1,2,위자료 및 손해배상 청구,0.5414801,2017-01-18T09:00:00.000+09:00,가능 여부 판단,0
소송을 제기할 수 있는 기한이 정해져 있나요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
위자료를 받을 수 있는 조건은 법적으로 어떻게 규정되나요?,,,,1,위자료 및 손해배상 청구,,,개념·범위·기준,7
양육비 약정의 법적 효력 범위는 어떻게 정립되는가요?,"양육비 약정의 법적 효력 범위는 당사자 간의 명시적인 합의에 따라 정해지며, 이는 민법 제979조 등 관련 규정에 따라 유효해야 합니다. 약정이 이루어질 당시 미성년 자녀의 양육에 필요한 최소한의 금융적 필요를 반영하여야 하며, 사용 목적과 지급 방법을 구체적으로 명시해야 법적 효력을 인정받습니다. 만약 특정 한계나 조건이 충족되지 않는다면, 약정의 효력이 인정되지 않을 수 있습니다.",양육비 약정 법적 범위 정립,1,0,이혼 시 금전 문제 (재산분할·양육비),0.66234154,2018-10-17T09:00:00.000+09:00,가능 여부 판단,0
제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법률적 책임은 무엇인가요?,제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례(2011므2997 전원합의체 판결)에서도 인정된 바 있습니다. 따라서 이러한 경우 제3자는 이에 따른 정신적 손해에 대해 배상할 의무가 있습니다.,부부 일방 부정행위 법률 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.76891804,2022-07-20T09:00:00.000+09:00,법적 근거·조문,6
이혼 소송을 제기할 수 있는 기간이 정해져 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,기간·시효,4
"배우자가 있는 사람과 교제하여 그 배우자에게 정신적 고통을 주었을 때, 금전적 배상이 필요한가요?","네, 배우자가 있는 사람과 부정행위를 하여 배우자에게 정신적 고통을 가한 경우, 금전적으로 위자할 의무가 있습니다. 혼인기간과 가족관계, 부정행위의 내용과 기간, 부정행위가 부부공동생활에 미친 영향 등을 종합하여 배상액이 결정됩니다. 예를 들어, 위자료 액수가 20,000,000원으로 정해진 사례가 있습니다.",배우자 교제 정신 고통 주다 금전 배상,1,1,부정행위 및 제3자 개입 책임,0.63625914,2021-11-09T09:00:00.000+09:00,법적 근거·조문,6
"혼인 중인 사실을 속이고 결혼을 전제로 교제한 경우, 성적 자기결정권 침해가 성립하는 조건은 무엇인가요?","성적 자기결정권 침해가 성립하기 위해서는, 상대방이 혼인 중인 사실을 숨기고 결혼할 것처럼 기망하여 교제하면서 성관계를 가짐으로써 상대방이 왜곡된 사실판단에 기초해 성관계를 맺게 되는 경우를 포함합니다. 즉, 자신이 이혼한 것처럼 속이거나 결혼을 전제로 연인관계를 유지하면서 성관계를 갖게 한 경우, 이는 성적 자기결정권 침해로 인정될 수 있습니다.",혼인 중인 결혼 전제 교제 성적 자기결정권 침해,1,3,부정행위의 법률적 근거,0.9222378,2017-08-29T09:00:00.000+09:00,가능 여부 판단,0
비밀상담이 보장되나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
위자료는 어떻게 산정되나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
감정이 격해진 상태에서 상담을 받는 방법이 있을까요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
상담 시 남편(또는 아내)과 같이 참석해도 되나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
부부일방이 혼인 중에 자기 명의로 취득한 재산에 대해 어떤 법리가 적용되나요?,"부부일방이 혼인 중에 자기 명의로 취득한 재산은 그 명의자의 특유재산으로 추정됩니다. 그러나 실질적으로 다른 일방 또는 쌍방이 그 재산의 대가를 부담하여 취득한 것이 증명된 경우, 특유재산의 추정은 번복되어 다른 일방의 소유이거나 쌍방의 공유로 봐야 합니다(대법원 1995. 10. 12. 선고 95다25695 판결).",부부 일방 혼인 자기 명 취득 재산 대해 법리,1,0,이혼 시 금전 문제 (재산분할·양육비),0.69056845,2019-02-19T09:00:00.000+09:00,가능 여부 판단,0
재산분할의 법적 근거는 어디에 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,개념·범위·기준,7
"배우자 있는 자와 부정행위를 한 경우, 그 자녀에 대한 불법행위책임은 어떻게 이루어지나요?","배우자 있는 자와 부정행위를 함으로써 그 배우자에게 불법행위에 따른 정신적 고통에 대한 위자료 지급채무를 부담하는 자라 하더라도, 해의를 가지고 그 자녀에 대한 양육이나 보호, 교양을 적극적으로 저지하는 등의 특별한 사정이 없는 한 그 자녀에 대한 관계에서까지 불법행위책임을 부담한다고 할 수 없습니다. (대법원 2005. 5. 13. 선고 2004다1899 판결 참조).",배우자 부정행위 자녀 불법행위 책임 이루어지다,1,1,부정행위 및 제3자 개입 책임,0.6023456,2015-12-24T09:00:00.000+09:00,절차·방법,1
청구권이 소멸되면 다시 회복할 수 있나요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
"타인이 부부의 공동생활에 개입하여 파탄을 초래한 경우, 이를 바탕으로 손해배상을 청구할 수 있는 법적 근거는 무엇인가요?","타인이 부부의 공동생활에 개입하여 부부공동생활의 파탄을 초래하는 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 배우자로 하여금 손해배상을 청구할 수 있는 법적 근거가 됩니다. (대법원 2005. 5. 13. 선고 2004다1899, 대법원 2014. 11. 20. 선고 2011므2997 판결 등 참조)",타인 부부 생활 개입 파탄 초래 이르다 바탕 손해배상 청구 법적,1,1,부정행위 및 제3자 개입 책임,0.36920148,2018-09-18T09:00:00.000+09:00,가능 여부 판단,0
요즘 너무 힘든데 상담을 받아도 괜찮을까요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
이혼한 부부 사이에서 재산분할과 맞물린 금전의 송금이 법률적으로 인정받기 위해서는 무엇이 필요합니까?,"이혼한 부부 사이에서 재산분할과 맞물린 금전의 송금이 법률적으로 인정받기 위해서는 1) 재산분할 협의서나 합의서가 존재해야 하고, 2) 구체적인 재산분할 내역과 그에 따른 금전의 송금이 있었음을 입증할 수 있어야 합니다. 송금 금액이 합리적이고 일관된 패턴으로 이루어진 경우에만 법적 효력이 인정될 수 있습니다.",이혼 부부 사이 재산 분할 맞다 물리다 금전 송금 법률 인정받다,1,0,이혼 시 금전 문제 (재산분할·양육비),0.3227846,2018-12-12T09:00:00.000+09:00,가능 여부 판단,0
사실혼 관계도 법적으로 인정되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,개념·범위·기준,7
위자료 액수가 너무 적다고 느껴지면 이의제기할 수 있나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
"배우자가 있음에도 불구하고 다른 사람과 부정행위를 한 경우, 어떤 손해배상 책임이 발생할 수 있나요?","배우자가 있음에도 불구하고 다른 사람과 부정행위를 한 경우, 이는 부부공동생활의 유지와 배우자의 권리를 침해한 것으로 간주됩니다. 이로 인해 피해를 입은 배우자는 상당한 정신적 고통을 이유로 손해배상을 청구할 수 있습니다. 민법에 따라 불법행위 종료일부터 판결선고일까지는 연 5%의 이율로, 그 다음 날부터 갚는 날까지는 소송촉진 등에 관한 특례법에 따른 연 12%의 비율로 지연손해금을 계산하여 지급할 의무가 있습니다.",배우자 불구 다른 부정행위 손해배상 책임,1,1,부정행위 및 제3자 개입 책임,0.5414091,2022-01-18T09:00:00.000+09:00,가능 여부 판단,0
제3자가 부부의 일방과 부정행위를 하여 발생한 정신적 고통에 대한 위자료 청구 조건은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우 불법행위로 간주됩니다. 여기서 부정행위는 성관계에 국한되지 않고, 부부의 정조의무를 위반한 일체의 행위를 포함합니다. 이러한 부정행위로 인해 배우자는 상대방에게 위자료를 청구할 수 있으며, 위자료 액수는 혼인기간, 부정행위의 기간·정도·태양, 부부공동생활에 미친 영향 등을 종합적으로 고려하여 결정됩니다.",부부 일방 부정행위 정신 고통 위자료 청구 제3자가,1,2,위자료 및 손해배상 청구,0.5495083,2019-02-20T09:00:00.000+09:00,증거·입증,2
부부 일방의 부정행위로 인해 정신적 고통을 받은 배우자가 위자료를 청구할 수 있는 조건은 무엇인가요?,"대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 유지에 방해하고 배우자에게 정신적 고통을 가한 경우 불법행위로 인정되며, 이에 대한 위자료를 청구할 수 있습니다. 부정한 행위는 간통을 포함하나 그보다 넓은 개념으로, 부부의 정조 의무를 충실하지 않은 모든 행위를 포함합니다. 구체적인 부정행위 여부는 상황에 따라 평가되며, 배우자가 이러한 행위로 인해 상당한 정신적 고통을 입었다는 것이 경험칙상 명백하다면 위자료 청구가 가능합니다.",부부 일방 부정행위 정신 고통 받다 배우자 위자료 청구,1,2,위자료 및 손해배상 청구,0.9341407,2020-10-20T09:00:00.000+09:00,가능 여부 판단,0
혼인관계에 영향을 미친 외도를 입증하기 위해서는 어떤 증거가 필요한가요?,"혼인관계에 영향을 미친 외도를 입증하기 위해서는 부정행위의 내용과 정도를 직접 증명할 수 있는 증거가 필요합니다. 예를 들어, 부정행위를 저지른 사실을 인정받기 위해 사진, 문자 메시지, 동거 사실 등을 입증하는 자료가 필요합니다. 또한, 부정행위로 인해 혼인관계가 악화되었음을 보여줄 수 있는 정황 증거들도 도움이 될 수 있습니다.",혼인 관계 영향 외도 입증 증거,1,1,부정행위 및 제3자 개입 책임,0.8945884,2017-08-09T09:00:00.000+09:00,증거·입증,2
이혼과 별거를 구분하는 법적 근거가 있나요?,,,,2,부정행위 및 제3자 개입 책임,,,법적 근거·조문,6
