input,output,announce_date,is_divorce,text_combined,topic_label,combined_processed,ngram_text,topic_probability,topic_name,super_category
상대방에 대해 위자료 청구를 포기한 경우에도 위자료를 청구할 수 있나요?,"일반적으로 상대방에 대해 위자료 청구를 포기한 경우 이후에 위자료 청구를 하기 어렵습니다. 하지만 경우에 따라, 다른 사정으로 인해 신의칙에 반하지 않는 한, 예외적으로 위자료 청구가 받아들여질 수 있습니다. 예를 들어, 부정한 행위로 인한 이혼 조정 시 재산분할 등의 내용이 포함되어 있는 경우에도, 부정한 행위로 입은 정신적 고통에 대한 위자 필요성이 명백하다면 청구의 여지가 있을 수 있습니다.",2015-07-07T09:00:00.000+09:00,1,"상대방에 대해 위자료 청구를 포기한 경우에도 위자료를 청구할 수 있나요? 일반적으로 상대방에 대해 위자료 청구를 포기한 경우 이후에 위자료 청구를 하기 어렵습니다. 하지만 경우에 따라, 다른 사정으로 인해 신의칙에 반하지 않는 한, 예외적으로 위자료 청구가 받아들여질 수 있습니다. 예를 들어, 부정한 행위로 인한 이혼 조정 시 재산분할 등의 내용이 포함되어 있는 경우에도, 부정한 행위로 입은 정신적 고통에 대한 위자 필요성이 명백하다면 청구의 여지가 있을 수 있습니다.",2,상대방 대해 위자료 청구 포기 일반 사정 신의칙 예외 받아들이다 부정 행위 조정 재산 분할 포함 입다 정신 고통 위자 필요성 여지,상대방 대해 위자료_청구 포기 일반 사정 신의칙 예외 받아들이다 부정_행위 조정 재산_분할 포함 입다 정신_고통 위자 필요성 여지,0.6519238,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
사실혼 관계에서 배우자가 아닌 자와의 부정행위로 인한 위자료 청구는 어떤 경우에 인정되나요?,"사실혼 관계에서 배우자가 아닌 자와의 부정행위로 인한 위자료 청구는, 그 부정행위로 인해 사실혼 관계가 침해되었거나 유지가 방해되는 경우에 인정됩니다. 예를 들어, 상대방이 사실혼 존재를 알거나 충분히 알 수 있었음에도 불구하고 계속해서 부정행위를 한 경우, 법원은 피해자가 입은 정신적 고통을 금전적으로 보상해야 한다고 판단할 수 있습니다.",2022-08-23T09:00:00.000+09:00,1,"사실혼 관계에서 배우자가 아닌 자와의 부정행위로 인한 위자료 청구는 어떤 경우에 인정되나요? 사실혼 관계에서 배우자가 아닌 자와의 부정행위로 인한 위자료 청구는, 그 부정행위로 인해 사실혼 관계가 침해되었거나 유지가 방해되는 경우에 인정됩니다. 예를 들어, 상대방이 사실혼 존재를 알거나 충분히 알 수 있었음에도 불구하고 계속해서 부정행위를 한 경우, 법원은 피해자가 입은 정신적 고통을 금전적으로 보상해야 한다고 판단할 수 있습니다.",7,사실혼 관계 배우자 부정행위 위자료 청구 침해 유지 방해 상대방 존재 알다 불구 계속 법원 피해자 입다 정신 고통 금전 보상,사실혼_관계 배우자 부정행위 위자료_청구 침해 유지_방해 상대방 존재 알다 불구 계속 법원 피해자 입다 정신_고통 금전 보상,0.41023952,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
"사실혼 관계에서 한쪽 당사자가 사망한 경우, 생존한 상대방 배우자에게 재산분할청구권이 인정되나요?","대법원 판례에 따르면, 법률상 혼인관계가 일방 당사자의 사망으로 인하여 종료된 경우에는 생존 배우자에게 재산분할청구권이 인정되지 않습니다. 사실혼 관계가 일방 당사자의 사망으로 종료된 경우에도 동일하게 재산분할청구권이 인정되지 않으며, 단지 상속에 관한 법률 규정에 따라 망인의 재산에 대한 상속권만이 인정됩니다.",2014-09-04T09:00:00.000+09:00,1,"사실혼 관계에서 한쪽 당사자가 사망한 경우, 생존한 상대방 배우자에게 재산분할청구권이 인정되나요? 대법원 판례에 따르면, 법률상 혼인관계가 일방 당사자의 사망으로 인하여 종료된 경우에는 생존 배우자에게 재산분할청구권이 인정되지 않습니다. 사실혼 관계가 일방 당사자의 사망으로 종료된 경우에도 동일하게 재산분할청구권이 인정되지 않으며, 단지 상속에 관한 법률 규정에 따라 망인의 재산에 대한 상속권만이 인정됩니다.",7,사실혼 관계 한쪽 당사자 사망 생존 상대방 배우자 재산분할청구권 대법원 판례 법률상 혼인 일방 종료 단지 상속 법률 규정 망인 재산 상속권,사실혼_관계 한쪽 당사자 사망 생존 상대방 배우자 재산분할청구권 대법원_판례 법률상 혼인 일방 종료 단지 상속 법률 규정 망인 재산 상속권,0.96924293,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
"배우자가 있음에도 불구하고 제3자와 사실혼관계를 유지한 경우, 그 제3자가 위자료를 청구할 수 있나요?","배우자가 있음에도 불구하고 제3자와 사실혼관계를 유지한 경우, 제3자가 상대방의 배우자에게 위자료를 청구하는 것은 선량한 풍속 기타 사회질서에 반하는 행위로 간주되며, 이는 신의칙상 허용될 수 없습니다. 따라서 배우자가 있는 상황을 알면서 사실혼관계를 유지한 제3자의 위자료 청구는 인정되지 않습니다.",2022-12-22T09:00:00.000+09:00,1,"배우자가 있음에도 불구하고 제3자와 사실혼관계를 유지한 경우, 그 제3자가 위자료를 청구할 수 있나요? 배우자가 있음에도 불구하고 제3자와 사실혼관계를 유지한 경우, 제3자가 상대방의 배우자에게 위자료를 청구하는 것은 선량한 풍속 기타 사회질서에 반하는 행위로 간주되며, 이는 신의칙상 허용될 수 없습니다. 따라서 배우자가 있는 상황을 알면서 사실혼관계를 유지한 제3자의 위자료 청구는 인정되지 않습니다.",5,배우자 불구 사실혼 관계 유지 위자료 청구 상대방 풍속 기타 사회 질서 행위 간주 신의칙 허용 알다 제3자와 제3자가 제3자의,배우자 불구 사실혼_관계 유지 위자료_청구 상대방 풍속 기타 사회 질서 행위 간주 신의칙 허용 알다 제3자와 제3자가 제3자의,0.60032445,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
이혼소송에서 유책사유를 입증하지 못한 경우 발생할 수 있는 손해에는 어떤 것들이 있나요?,"이혼소송에서 유책사유를 입증하지 못한 경우 발생할 수 있는 손해에는 재산분할청구권의 불인정, 위자료 청구권의 불인정, 무상증여분에 대한 반환청구권 상실, 자녀의 위자료 청구권 상실 등이 포함될 수 있습니다. 피해자가 이혼 소송 과정에서 상대방의 유책사유를 입증하지 못하게 되면, 이와 관련된 정당한 권리를 주장할 수 없게 되어 재산적, 정신적 손해를 입게 됩니다.",2017-07-20T09:00:00.000+09:00,1,"이혼소송에서 유책사유를 입증하지 못한 경우 발생할 수 있는 손해에는 어떤 것들이 있나요? 이혼소송에서 유책사유를 입증하지 못한 경우 발생할 수 있는 손해에는 재산분할청구권의 불인정, 위자료 청구권의 불인정, 무상증여분에 대한 반환청구권 상실, 자녀의 위자료 청구권 상실 등이 포함될 수 있습니다. 피해자가 이혼 소송 과정에서 상대방의 유책사유를 입증하지 못하게 되면, 이와 관련된 정당한 권리를 주장할 수 없게 되어 재산적, 정신적 손해를 입게 됩니다.",7,이혼소송 유책 사유 입증 손해 재산분할청구권 위자료 청구권 무상 증여 반환 상실 자녀 포함 피해자 소송 상대방 권리 재산 정신 입다,이혼소송 유책 사유 입증 손해 재산분할청구권 위자료 청구권 무상 증여 반환 상실 자녀 포함 피해자 소송 상대방 권리 재산 정신 입다,0.46085846,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
배우자와 제3자를 상대로 한 이혼 및 위자료 청구소송에서 공동불법행위로 위자료 청구가 가능한가요?,"배우자와 제3자를 상대로 한 이혼 및 위자료 청구소송에서 공동불법행위를 이유로 위자료 청구가 가능합니다. 민법 제750조에 따르면, 타인에게 불법행위로 인해 손해를 입힌 자는 그 손해를 배상할 책임이 있으며, 공동불법행위를 이유로 위자료 청구가 가능하다는 판례가 있습니다.",2020-05-20T09:00:00.000+09:00,1,"배우자와 제3자를 상대로 한 이혼 및 위자료 청구소송에서 공동불법행위로 위자료 청구가 가능한가요? 배우자와 제3자를 상대로 한 이혼 및 위자료 청구소송에서 공동불법행위를 이유로 위자료 청구가 가능합니다. 민법 제750조에 따르면, 타인에게 불법행위로 인해 손해를 입힌 자는 그 손해를 배상할 책임이 있으며, 공동불법행위를 이유로 위자료 청구가 가능하다는 판례가 있습니다.",2,배우자 상대로 위자료 청구 소송 불법행위 이유 민법 타인 손해 입히다 자다 배상 책임 판례 제3자를 제750조에,배우자 상대로 위자료_청구 소송 불법행위 이유 민법 타인 손해 입히다 자다 배상 책임 판례 제3자를 제750조에,0.96978337,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
이혼 및 재산분할 소송에서 소송대리인이 소속된 로펌의 인장이 없는 위임계약서가 유효한가요?,"민법 제115조에 따르면, 대리에 있어 본인을 위한 것임을 표시하는 이른바 현명은 반드시 명시적으로만 할 필요는 없고 묵시적으로도 할 수 있습니다. 현명을 하지 아니한 경우에도 여러 사정에 비추어 상대방이 대리행위임을 알았거나 알 수 있었을 때에는 소송위임계약은 유효합니다. 따라서 계약서에 로펌의 인장이 없더라도, 여러 사정상 대리인으로서의 행위임을 상대방이 인지할 수 있다면 위임계약은 유효합니다.",2019-03-22T09:00:00.000+09:00,1,"이혼 및 재산분할 소송에서 소송대리인이 소속된 로펌의 인장이 없는 위임계약서가 유효한가요? 민법 제115조에 따르면, 대리에 있어 본인을 위한 것임을 표시하는 이른바 현명은 반드시 명시적으로만 할 필요는 없고 묵시적으로도 할 수 있습니다. 현명을 하지 아니한 경우에도 여러 사정에 비추어 상대방이 대리행위임을 알았거나 알 수 있었을 때에는 소송위임계약은 유효합니다. 따라서 계약서에 로펌의 인장이 없더라도, 여러 사정상 대리인으로서의 행위임을 상대방이 인지할 수 있다면 위임계약은 유효합니다.",4,재산 분할 소송 소송대리인 소속 로펌 인장 위임 계약서 민법 대리 본인 것임 표시 현명 반드시 명시 필요 묵시 여러 사정 비추다 상대방 대리행위 알다 계약 정상 대리인 행위 인지 제115조에,재산_분할 소송 소송대리인 소속 로펌 인장 위임 계약서 민법 대리 본인 것임 표시 현명 반드시 명시 필요 묵시 여러_사정 비추다 상대방 대리행위 알다 계약 정상 대리인 행위 인지 제115조에,0.41108733,민법상 재산분할 원칙과 채무 문제,위자료·정신적 손해배상
사실혼 관계 해소를 원인으로 한 재산분할청구가 인정되기 위한 기준은 무엇인가요?,"사실혼 관계 해소를 원인으로 한 재산분할청구가 인정되기 위해서는 당사자 간에 사실혼 관계가 실제로 존재하였다는 사실이 입증되어야 합니다. 사실혼 관계의 존부는 당사자들이 가족으로서의 일체감을 가지고 공동생활을 지속하였는지 여부 등을 종합적으로 고려하여 판단됩니다. 또한, 재산분할청구를 하려면 사실혼 관계의 해소와 관련된 재산적 기여도 및 필요성 등을 고려하여 재산분할의 필요성을 입증해야 합니다.",2019-07-11T09:00:00.000+09:00,1,"사실혼 관계 해소를 원인으로 한 재산분할청구가 인정되기 위한 기준은 무엇인가요? 사실혼 관계 해소를 원인으로 한 재산분할청구가 인정되기 위해서는 당사자 간에 사실혼 관계가 실제로 존재하였다는 사실이 입증되어야 합니다. 사실혼 관계의 존부는 당사자들이 가족으로서의 일체감을 가지고 공동생활을 지속하였는지 여부 등을 종합적으로 고려하여 판단됩니다. 또한, 재산분할청구를 하려면 사실혼 관계의 해소와 관련된 재산적 기여도 및 필요성 등을 고려하여 재산분할의 필요성을 입증해야 합니다.",7,사실혼 관계 해소 원인 재산 분할 청구 기준 당사자 실제 존재 입증 존부 가족 체감 생활 지속 여부 종합 고려 또한 기여 필요성,사실혼_관계 해소 원인 재산_분할 청구 기준 당사자 실제 존재 입증 존부 가족 체감 생활 지속 여부 종합_고려 또한 기여 필요성,0.29153663,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
"배우자의 부정행위로 인해 이혼하게 된 경우, 정신적 피해에 대한 위자료의 지급 범위는 어떻게 결정되나요?","배우자의 부정행위로 인해 이혼하게 된 경우, 정신적 피해에 대한 위자료의 지급 범위는 당사자 간 혼인관계, 부정행위에 이르게 된 경위, 부정행위의 전개양상, 부정행위 후의 정황과 그로 인한 결과 등을 고려하여 결정됩니다. 법원은 이러한 여러 사정을 종합하여 피해자의 정신적 피해를 배상하기 위한 적정한 위자료 액수를 정하며, 이는 구체적인 사건에 따라 달라질 수 있습니다. 예를 들어, 위 사례에서는 3,000만 원으로 설정되었습니다.",2017-09-26T09:00:00.000+09:00,1,"배우자의 부정행위로 인해 이혼하게 된 경우, 정신적 피해에 대한 위자료의 지급 범위는 어떻게 결정되나요? 배우자의 부정행위로 인해 이혼하게 된 경우, 정신적 피해에 대한 위자료의 지급 범위는 당사자 간 혼인관계, 부정행위에 이르게 된 경위, 부정행위의 전개양상, 부정행위 후의 정황과 그로 인한 결과 등을 고려하여 결정됩니다. 법원은 이러한 여러 사정을 종합하여 피해자의 정신적 피해를 배상하기 위한 적정한 위자료 액수를 정하며, 이는 구체적인 사건에 따라 달라질 수 있습니다. 예를 들어, 위 사례에서는 3,000만 원으로 설정되었습니다.",1,배우자 부정행위 정신 피해 위자료 지급 범위 결정 당사자 혼인 관계 이르다 경위 전개 양상 후 정황 그로 결 고려 법원 여러 사정 종합 피해자 배상 액수 구체 사건 달라지다 사례 설정,배우자 부정행위 정신 피해 위자료_지급 범위 결정 당사자 혼인 관계 이르다 경위 전개 양상 후 정황 그로 결 고려 법원 여러_사정 종합 피해자 배상 액수 구체 사건 달라지다 사례 설정,0.5968862,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
"부부와 장인 간의 금전 거래에서 대출금 및 이자의 반환 약정이 있던 상황에서, 반환하지 않는 경우 어떤 법적 책임이 따라오나요?","부부와 장인 간 금전 거래에서는 약정한 대출금 및 이에 따른 이자를 반환하지 않는 경우 민법에 따른 책임이 발생합니다. 민법 제393조에 따르면 채무자는 채무 불이행의 경우 원칙적으로 손해배상의 책임이 있으며, 약정한 금액에 더하여 법정이자 및 지연손해금을 지급해야 할 의무가 있기 때문에, 부부는 그동안 누적되어 발생한 이자와 함께 원금, 그리고 지연손해금을 반환해야 합니다.",2017-08-31T09:00:00.000+09:00,1,"부부와 장인 간의 금전 거래에서 대출금 및 이자의 반환 약정이 있던 상황에서, 반환하지 않는 경우 어떤 법적 책임이 따라오나요? 부부와 장인 간 금전 거래에서는 약정한 대출금 및 이에 따른 이자를 반환하지 않는 경우 민법에 따른 책임이 발생합니다. 민법 제393조에 따르면 채무자는 채무 불이행의 경우 원칙적으로 손해배상의 책임이 있으며, 약정한 금액에 더하여 법정이자 및 지연손해금을 지급해야 할 의무가 있기 때문에, 부부는 그동안 누적되어 발생한 이자와 함께 원금, 그리고 지연손해금을 반환해야 합니다.",8,부부 장인 간 금전 거래 출금 이자 반환 약정 법적 책임 따라오다 민법 채무자 채무 이행 원칙 손해배상 금액 법정 지연손해금 지급 의무 그동안 누적 원금 제393조에,부부 장인 간 금전 거래 출금 이자 반환 약정 법적_책임 따라오다 민법 채무자 채무 이행 원칙 손해배상 금액 법정 지연손해금 지급_의무 그동안 누적 원금 제393조에,0.3166051,위자료 액수 산정 시 고려 요소,위자료·정신적 손해배상
"부부 사이에서 부양의무가 정상적인 부부관계 유지와 관련이 있는 경우, 어떤 상황에서 부양의무가 면제될 수 있나요?","민법 제826조 제1항에 따르면, 부부간의 동거·부양·협조의무는 정상적이고 원만한 부부관계의 유지를 위한 협력의무를 구체적으로 표현한 것입니다. 따라서 부부의 일방이 정상적인 부부관계의 유지를 위한 협력 의무를 저버리고 있는 상황에서는 상대방에게 부양의무가 있다고 보기 어렵습니다. 예를 들어, 부부 사이에 이혼소송이 제기되고 상대방이 정신질환을 앓고 있어 협력의무의 이행이 기대하기 어려운 상황이라면 부양의무가 면제될 수 있습니다.",2021-03-03T09:00:00.000+09:00,1,"부부 사이에서 부양의무가 정상적인 부부관계 유지와 관련이 있는 경우, 어떤 상황에서 부양의무가 면제될 수 있나요? 민법 제826조 제1항에 따르면, 부부간의 동거·부양·협조의무는 정상적이고 원만한 부부관계의 유지를 위한 협력의무를 구체적으로 표현한 것입니다. 따라서 부부의 일방이 정상적인 부부관계의 유지를 위한 협력 의무를 저버리고 있는 상황에서는 상대방에게 부양의무가 있다고 보기 어렵습니다. 예를 들어, 부부 사이에 이혼소송이 제기되고 상대방이 정신질환을 앓고 있어 협력의무의 이행이 기대하기 어려운 상황이라면 부양의무가 면제될 수 있습니다.",7,부부 사이 부양 의무 정상 관계 유지 면제 민법 거부 협조 협력 구체 표현 일방 버리다 상대방 보기 이혼소송 제기 정신질환 앓다 이행 라면 제826조 제1항에,부부 사이 부양 의무 정상 관계 유지 면제 민법 거부 협조 협력 구체 표현 일방 버리다 상대방 보기 이혼소송 제기 정신질환 앓다 이행 라면 제826조 제1항에,0.9742285,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
부부의 일방이 부정행위를 하면 법률상 어떤 책임을 지나요?,"민법 제840조에 따르면, 부부의 일방이 부정행위를 한 경우 이는 재판상 이혼사유가 됩니다. 또한, 부정행위로 인해 배우자에게 정신적 고통을 가한 경우 부부의 일방은 불법행위에 의한 손해배상의무를 집니다. 불법행위로 인한 손해배상책임의 경우, 부부의 일방은 정신적 고통에 대한 위자료를 배상해야 합니다.",2020-05-26T09:00:00.000+09:00,1,"부부의 일방이 부정행위를 하면 법률상 어떤 책임을 지나요? 민법 제840조에 따르면, 부부의 일방이 부정행위를 한 경우 이는 재판상 이혼사유가 됩니다. 또한, 부정행위로 인해 배우자에게 정신적 고통을 가한 경우 부부의 일방은 불법행위에 의한 손해배상의무를 집니다. 불법행위로 인한 손해배상책임의 경우, 부부의 일방은 정신적 고통에 대한 위자료를 배상해야 합니다.",2,부부 일방 부정행위 법률상 책임 지나 민법 재판 사유 또한 배우자 정신 고통 불법행위 손해배상 의무 지다 위자료 배상 제840조에,부부_일방 부정행위 법률상 책임 지나 민법 재판 사유 또한 배우자 정신_고통 불법행위 손해배상 의무 지다 위자료 배상 제840조에,0.77273506,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
양육비 심판청구를 취하한 경우에도 양육비 약정을 이행하지 않은 상대방에게 구제받을 수 있는 방법은 무엇인가요?,"양육비 약정을 이행하지 않은 상대방에 대해서는 약정에 따른 금액을 지급하라는 소송을 제기할 수 있으며, 법원에서 판결이 확정된 후에도 책임이 면제되지 않습니다. 채무자 회생 및 파산에 관한 법률 제566조 단서 제8호에 따르면, 양육비와 같은 비용에 관한 채권은 비면책채권으로 인정되기 때문에 상대방의 파산 결정에도 불구하고 양육비 채권은 면제되지 않습니다.",2020-12-22T09:00:00.000+09:00,1,"양육비 심판청구를 취하한 경우에도 양육비 약정을 이행하지 않은 상대방에게 구제받을 수 있는 방법은 무엇인가요? 양육비 약정을 이행하지 않은 상대방에 대해서는 약정에 따른 금액을 지급하라는 소송을 제기할 수 있으며, 법원에서 판결이 확정된 후에도 책임이 면제되지 않습니다. 채무자 회생 및 파산에 관한 법률 제566조 단서 제8호에 따르면, 양육비와 같은 비용에 관한 채권은 비면책채권으로 인정되기 때문에 상대방의 파산 결정에도 불구하고 양육비 채권은 면제되지 않습니다.",4,양육비 심판 청구 취하 약정 이행 상대방 구제 받다 대해 서다 금액 지급 소송 제기 법원 판결 확정 책임 면제 채무자 회생 파산 법률 단서 비용 채권 면책 결정 불구 제566조 제8호에,양육비 심판 청구 취하 약정 이행 상대방 구제 받다 대해_서다 금액 지급 소송 제기 법원 판결 확정 책임 면제 채무자 회생 파산 법률 단서 비용 채권 면책 결정 불구 제566조 제8호에,0.7682056,민법상 재산분할 원칙과 채무 문제,위자료·정신적 손해배상
이혼한 부모 중 친권자가 아닌 부모도 자녀의 불법행위에 대한 감독의무가 있을까요?,"민법 제913조에 따르면 자의 보호 및 교양에 관한 권리의무는 부모로서의 권리의무이며, 이는 친권자로 지정되지 않은 부모에게도 부여됩니다. 따라서 부모가 이혼하였고, 친권자가 아니더라도 양육에 일정 정도 관여할 권리와 의무가 있습니다. 이는 자녀의 불법행위에 대한 감독의무에도 해당되어 친권자가 아닌 부모도 감독의무를 질 수 있습니다.",2021-07-23T09:00:00.000+09:00,1,"이혼한 부모 중 친권자가 아닌 부모도 자녀의 불법행위에 대한 감독의무가 있을까요? 민법 제913조에 따르면 자의 보호 및 교양에 관한 권리의무는 부모로서의 권리의무이며, 이는 친권자로 지정되지 않은 부모에게도 부여됩니다. 따라서 부모가 이혼하였고, 친권자가 아니더라도 양육에 일정 정도 관여할 권리와 의무가 있습니다. 이는 자녀의 불법행위에 대한 감독의무에도 해당되어 친권자가 아닌 부모도 감독의무를 질 수 있습니다.",2,부모 친권자 자녀 불법행위 감독 의무 민법 자 보호 교양 권리 로서 지정 부여 양육 일정 관여 해당 제913조에,부모 친권자 자녀 불법행위 감독 의무 민법 자 보호 교양 권리 로서 지정 부여 양육 일정 관여 해당 제913조에,0.58680964,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
양육비를 합의서에서 재산 이전이나 금전 지급으로 약정하는 경우 어떻게 해석되나요?,"양육비에 관해 재산 이전이나 금전 지급으로 약정한 경우, 합의서의 문언 내용에 따라 이를 해석해야 합니다. 예를 들어, 특정 부동산의 소유권을 이전하지 않으면 금전 지급으로 전환되는 내용이 명시되어 있다면, 명확한 조건이 있는 것으로 간주됩니다.",2015-04-01T09:00:00.000+09:00,1,"양육비를 합의서에서 재산 이전이나 금전 지급으로 약정하는 경우 어떻게 해석되나요? 양육비에 관해 재산 이전이나 금전 지급으로 약정한 경우, 합의서의 문언 내용에 따라 이를 해석해야 합니다. 예를 들어, 특정 부동산의 소유권을 이전하지 않으면 금전 지급으로 전환되는 내용이 명시되어 있다면, 명확한 조건이 있는 것으로 간주됩니다.",4,양육비 합 서다 재산 이전 금전 지급 약정 해석 관해 이르다 특정 부동산 소유권 전환 명시 간주,양육비 합 서다 재산 이전 금전 지급 약정 해석 관해 이르다 특정 부동산 소유권 전환 명시 간주,0.9702686,민법상 재산분할 원칙과 채무 문제,위자료·정신적 손해배상
사실혼 관계의 종료가 사망으로 인한 경우 재산분할청구권이 인정되지 않는 이유는 무엇인가요?,"사실혼 관계의 종료가 사망으로 인한 경우에는, 법률상 혼인관계의 종료와 달리 재산분할청구권이 인정되지 않는데, 이는 상속에 관한 법률 규정에 따라서 망인의 재산에 대한 상속권만이 인정되기 때문입니다(대법원 2006. 3. 24. 선고 200515595 판결 참조). 법률상 혼인과 달리 사실혼 관계는 법률상 보호가 이루어지지 않기 때문에, 사망으로 인해 종료된 경우 재산분할청구권이 부여되지 않습니다.",2017-12-21T09:00:00.000+09:00,1,"사실혼 관계의 종료가 사망으로 인한 경우 재산분할청구권이 인정되지 않는 이유는 무엇인가요? 사실혼 관계의 종료가 사망으로 인한 경우에는, 법률상 혼인관계의 종료와 달리 재산분할청구권이 인정되지 않는데, 이는 상속에 관한 법률 규정에 따라서 망인의 재산에 대한 상속권만이 인정되기 때문입니다(대법원 2006. 3. 24. 선고 200515595 판결 참조). 법률상 혼인과 달리 사실혼 관계는 법률상 보호가 이루어지지 않기 때문에, 사망으로 인해 종료된 경우 재산분할청구권이 부여되지 않습니다.",7,사실혼 관계 종료 사망 재산분할청구권 이유 법률상 혼인 달리 상속 법률 규정 망인 재산 상속권 대법원 선고 판결 참조 보호 이루어지다 부여,사실혼_관계 종료 사망 재산분할청구권 이유 법률상 혼인 달리 상속 법률 규정 망인 재산 상속권 대법원_선고 판결_참조 보호 이루어지다 부여,0.9711085,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
재산분할기여도는 어떻게 평가되는가요?,"재산분할기여도는 당사자의 주장과 입증 등에 따라 평가되며, 경우에 따라 각 당사자의 기여도가 50% 상당으로 평가될 수 있습니다. 예를 들어, 이혼 사건에서 재산분할 시 당사자가 갖고자 하는 특정 소유권이 반영된다면, 이러한 점이 기여도 평가에 반영될 수 있습니다.",2020-11-19T09:00:00.000+09:00,1,"재산분할기여도는 어떻게 평가되는가요? 재산분할기여도는 당사자의 주장과 입증 등에 따라 평가되며, 경우에 따라 각 당사자의 기여도가 50% 상당으로 평가될 수 있습니다. 예를 들어, 이혼 사건에서 재산분할 시 당사자가 갖고자 하는 특정 소유권이 반영된다면, 이러한 점이 기여도 평가에 반영될 수 있습니다.",4,재산 할기다 늘다 평 당사자 입증 기여 상당 사건 분할 갖다 특정 소유권 반영,재산 할기다 늘다 평 당사자 입증 기여 상당 사건 분할 갖다 특정 소유권 반영,0.9599489,민법상 재산분할 원칙과 채무 문제,위자료·정신적 손해배상
상간자로 인한 사실혼 파기 시 제3자에게 손해배상 청구를 할 수 있나요?,"상간자로 인해 사실혼 관계가 파탄난 경우, 사실혼 관계 당사자는 제3자에게 손해배상을 청구할 수 있습니다. 이는 가사소송법 제2조 제1항 제1호 다목 1)의 규정에 따라 가정법원의 전속관할에 속하는 사건으로 처리됩니다. 손해배상청구는 사실혼 관계 파탄의 직접적인 원인을 제공한 특정 제3자를 대상으로 수행됩니다.",2019-07-25T09:00:00.000+09:00,1,"상간자로 인한 사실혼 파기 시 제3자에게 손해배상 청구를 할 수 있나요? 상간자로 인해 사실혼 관계가 파탄난 경우, 사실혼 관계 당사자는 제3자에게 손해배상을 청구할 수 있습니다. 이는 가사소송법 제2조 제1항 제1호 다목 1)의 규정에 따라 가정법원의 전속관할에 속하는 사건으로 처리됩니다. 손해배상청구는 사실혼 관계 파탄의 직접적인 원인을 제공한 특정 제3자를 대상으로 수행됩니다.",4,자로 사실혼 파기 손해배상 청구 관계 파탄 당사자 가사소송법 규정 가정법원 관할 사건 처리 직접 원인 제공 특정 대상 수행 제3자에게 제2조 제1항 제1호 제3자를,자로 사실혼 파기 손해배상_청구 관계_파탄 당사자 가사소송법 규정 가정법원 관할 사건 처리 직접 원인 제공 특정 대상 수행 제3자에게 제2조 제1항 제1호 제3자를,0.68952495,민법상 재산분할 원칙과 채무 문제,위자료·정신적 손해배상
가장 이혼이 인정되기 위해서는 어떤 특별한 사정이 필요한가요?,"가장 이혼이 인정되기 위해서는 누구나 납득할 만한 특별한 사정이 있어야 합니다. 그렇지 않으면, 이혼 당사자 간에 일시적으로나마 법률상 적법한 이혼을 할 의사가 있었다고 보는 것이 일반적입니다. 예를 들어, 협의이혼 후에도 당사자가 계속해서 함께 거주하거나 재정적인 지원을 주고받는 등 일부 정황이 있는 경우라도, 그것만으로는 가장 이혼으로 인정되기 어렵습니다.",2015-05-19T09:00:00.000+09:00,1,"가장 이혼이 인정되기 위해서는 어떤 특별한 사정이 필요한가요? 가장 이혼이 인정되기 위해서는 누구나 납득할 만한 특별한 사정이 있어야 합니다. 그렇지 않으면, 이혼 당사자 간에 일시적으로나마 법률상 적법한 이혼을 할 의사가 있었다고 보는 것이 일반적입니다. 예를 들어, 협의이혼 후에도 당사자가 계속해서 함께 거주하거나 재정적인 지원을 주고받는 등 일부 정황이 있는 경우라도, 그것만으로는 가장 이혼으로 인정되기 어렵습니다.",7,가장 사정 납득 당사자 일시 법률상 의사 보다 일반 협의 계속 거주 재정 지원 주고받다 일부 정황 그것,가장 사정 납득 당사자 일시 법률상 의사 보다 일반 협의 계속 거주 재정 지원 주고받다 일부 정황 그것,0.96188307,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
