input,output,announce_date,is_divorce,text_combined,input_processed,topic_label
"피해자가 정신적 손해를 주장할 때, 이를 입증하기 위한 방법은 무엇인가요?","피해자가 정신적 손해를 주장할 경우, 민법 제751조에 따라 위자료 청구가 가능하며, 정신적 고통의 정도를 입증할 수 있는 다양한 증거를 제시해야 합니다. 정신적 손해를 입증하기 위해 병원의 진단서, 상담 기록, 피해자의 진술, 그리고 주변인의 증언 등이 활용될 수 있습니다. 이러한 자료들은 피해자의 정신적 고통이 실제로 존재했음을 입증하는 데 중요한 역할을 합니다.",2019-10-30T09:00:00.000+09:00,0,"피해자가 정신적 손해를 주장할 때, 이를 입증하기 위한 방법은 무엇인가요? 피해자가 정신적 손해를 주장할 경우, 민법 제751조에 따라 위자료 청구가 가능하며, 정신적 고통의 정도를 입증할 수 있는 다양한 증거를 제시해야 합니다. 정신적 손해를 입증하기 위해 병원의 진단서, 상담 기록, 피해자의 진술, 그리고 주변인의 증언 등이 활용될 수 있습니다. 이러한 자료들은 피해자의 정신적 고통이 실제로 존재했음을 입증하는 데 중요한 역할을 합니다.",손해 피해자 입증 주장 이르다 정신,-1
손해배상청구에서 위자료의 인정 기준은 무엇인가요?,"위자료는 불법행위에 따른 피해자의 정신적 고통을 보상하기 위한 금액으로, 재산상 손해의 확정이 가능한 경우에는 위자료의 명목 아래 재산상 손해의 전보를 시도하는 것이 허용되지 않습니다. 대법원 판결(2014. 1. 16. 선고 2011다108057)은 발생한 재산상 손해의 증명이 부족한 경우 위자료의 청구를 기각할 수 있음을 명시합니다. 따라서 손해배상 청구를 위해서는 정신적 손해가 실제로 발생했음을 입증해야만 위자료를 인정받을 수 있습니다.",2014-12-10T09:00:00.000+09:00,0,"손해배상청구에서 위자료의 인정 기준은 무엇인가요? 위자료는 불법행위에 따른 피해자의 정신적 고통을 보상하기 위한 금액으로, 재산상 손해의 확정이 가능한 경우에는 위자료의 명목 아래 재산상 손해의 전보를 시도하는 것이 허용되지 않습니다. 대법원 판결(2014. 1. 16. 선고 2011다108057)은 발생한 재산상 손해의 증명이 부족한 경우 위자료의 청구를 기각할 수 있음을 명시합니다. 따라서 손해배상 청구를 위해서는 정신적 손해가 실제로 발생했음을 입증해야만 위자료를 인정받을 수 있습니다.",위자료 인정 기준 청구 손해배상,-1
손해배상 청구에서 위자료의 산정 기준은 무엇인가요?,"손해배상 청구에서 위자료의 산정 기준은 '민법 제751조'에 따라 피해자의 고통의 정도, 사건의 경위, 행위자의 과실 정도, 피해자의 생활환경 등을 종합적으로 고려하여 결정됩니다. 특히, 피해자가 경험한 불법행위로 인한 정신적 충격과 그 여파로 인해 발생한 생활의 변화가 중요한 요소로 작용합니다. 즉, 법원은 사건의 모든 정황을 고려하여 합리적인 금액으로 위자료를 산정하는 것이 일반적입니다.",2023-08-17T09:00:00.000+09:00,0,"손해배상 청구에서 위자료의 산정 기준은 무엇인가요? 손해배상 청구에서 위자료의 산정 기준은 '민법 제751조'에 따라 피해자의 고통의 정도, 사건의 경위, 행위자의 과실 정도, 피해자의 생활환경 등을 종합적으로 고려하여 결정됩니다. 특히, 피해자가 경험한 불법행위로 인한 정신적 충격과 그 여파로 인해 발생한 생활의 변화가 중요한 요소로 작용합니다. 즉, 법원은 사건의 모든 정황을 고려하여 합리적인 금액으로 위자료를 산정하는 것이 일반적입니다.",위자료 기준 산정 청구 손해배상,-1
임금피크제를 채택할 때 고려해야 할 조건은 무엇인가요?,"임금피크제를 채택할 때는 고령자고용법 제4조의5에 명시된 조건들을 고려해야 합니다. 여기에는 ① 직무의 성격에 따라 특정 연령기준이 요구되는 경우, ② 근속기간 차이를 고려한 합리적인 임금 차등, ③ 법에서 정한 정년 설정, ④ 특정 연령 집단을 위한 지원 조치 등이 포함됩니다.",2023-10-13T09:00:00.000+09:00,0,"임금피크제를 채택할 때 고려해야 할 조건은 무엇인가요? 임금피크제를 채택할 때는 고령자고용법 제4조의5에 명시된 조건들을 고려해야 합니다. 여기에는 ① 직무의 성격에 따라 특정 연령기준이 요구되는 경우, ② 근속기간 차이를 고려한 합리적인 임금 차등, ③ 법에서 정한 정년 설정, ④ 특정 연령 집단을 위한 지원 조치 등이 포함됩니다.",조건 고려 피크 채택 임금,-1
손해배상 소송에서 정신적 손해에 대한 배상 기준은 무엇인가요?,"대법원 2005. 3. 24. 선고 2005다213 판결에 따르면, 불법행위로 인한 재산적 손해가 발생한 경우 이에 수반된 정신적 고통에 대해서는 특별한 사정이 있을 때에만 위자료로 인정됩니다. 상대방이 이를 알았거나 알 수 있었던 경우에 한해 정신적 손해를 배상받을 수 있습니다.",2019-03-11T09:00:00.000+09:00,0,"손해배상 소송에서 정신적 손해에 대한 배상 기준은 무엇인가요? 대법원 2005. 3. 24. 선고 2005다213 판결에 따르면, 불법행위로 인한 재산적 손해가 발생한 경우 이에 수반된 정신적 고통에 대해서는 특별한 사정이 있을 때에만 위자료로 인정됩니다. 상대방이 이를 알았거나 알 수 있었던 경우에 한해 정신적 손해를 배상받을 수 있습니다.",손해 배상 소송 대한 기준 손해배상 정신,-1
손해배상액의 산정 과정에서 고려해야 할 요소는 무엇인가요?,"손해배상액 산정 시에는 피해자가 입은 재산적 손해와 위자료 등 비재산적 손해를 모두 포함해야 하며, 민법 제393조에 의거하여 피해의 경중, 책임의 유무 및 과실 정도를 감안하여 적정한 수준에서 손해가 산정되어야 합니다. 이를 통해 공정한 배상이 이루어질 수 있습니다.",2016-11-17T09:00:00.000+09:00,0,"손해배상액의 산정 과정에서 고려해야 할 요소는 무엇인가요? 손해배상액 산정 시에는 피해자가 입은 재산적 손해와 위자료 등 비재산적 손해를 모두 포함해야 하며, 민법 제393조에 의거하여 피해의 경중, 책임의 유무 및 과실 정도를 감안하여 적정한 수준에서 손해가 산정되어야 합니다. 이를 통해 공정한 배상이 이루어질 수 있습니다.",손해배상 요소 산정 고려,-1
형사보상금의 성격은 어떻게 정의되는가요?,"형사보상금은 재산적 손해에 대한 전보 뿐만 아니라 비재산적 손해에 대한 위자료의 성격도 갖습니다. 이는 형사보상법 제5조 제2항에 따라 구금 기간 중 입은 재산상의 손실, 정신적 고통, 신체 손상 등을 고려하여 산정된 금액이기 때문입니다.",2023-11-10T09:00:00.000+09:00,0,"형사보상금의 성격은 어떻게 정의되는가요? 형사보상금은 재산적 손해에 대한 전보 뿐만 아니라 비재산적 손해에 대한 위자료의 성격도 갖습니다. 이는 형사보상법 제5조 제2항에 따라 구금 기간 중 입은 재산상의 손실, 정신적 고통, 신체 손상 등을 고려하여 산정된 금액이기 때문입니다.",정의 성격 어떻다 보상금 형사,-1
안전배려의무를 위반한 경우 손해배상 책임의 범위는 어떻게 정해지나요?,"근로기준법 제80조에 따라 사업주는 근로자에게 안전을 보장할 의무가 있으며, 이를 위반한 경우에는 손해배상 책임을 집니다. 손해배상 책임의 범위는 근로자의 손해와 직접적인 인과관계가 있는 손해에 한정되며, 이에 따라 손해액은 의료비, 소득 손실, 위자료 등을 포함할 수 있습니다.",2019-06-12T09:00:00.000+09:00,0,"안전배려의무를 위반한 경우 손해배상 책임의 범위는 어떻게 정해지나요? 근로기준법 제80조에 따라 사업주는 근로자에게 안전을 보장할 의무가 있으며, 이를 위반한 경우에는 손해배상 책임을 집니다. 손해배상 책임의 범위는 근로자의 손해와 직접적인 인과관계가 있는 손해에 한정되며, 이에 따라 손해액은 의료비, 소득 손실, 위자료 등을 포함할 수 있습니다.",의무 안전 정해지다 어떻다 위반 책임 범위 배려 손해배상,-1
피해자가 직접적인 폭행이나 학대를 당하지 않았더라도 손해배상을 받을 수 있는 경우는 어떤 경우인가요?,"민법 제750조에 의한 손해배상청구는 직접적인 피해뿐만 아니라, 피해자가 피해 현장을 witness 하여 심리적 고통을 겪었을 때에도 인정될 수 있습니다. 예를 들어, 피해자가 다른 시설 이용자가 폭행당하는 장면을 목격하여 불안과 공포를 경험한 경우, 이로 인한 정신적 고통은 손해배상의 대상이 될 수 있습니다.",2015-08-25T09:00:00.000+09:00,0,"피해자가 직접적인 폭행이나 학대를 당하지 않았더라도 손해배상을 받을 수 있는 경우는 어떤 경우인가요? 민법 제750조에 의한 손해배상청구는 직접적인 피해뿐만 아니라, 피해자가 피해 현장을 witness 하여 심리적 고통을 겪었을 때에도 인정될 수 있습니다. 예를 들어, 피해자가 다른 시설 이용자가 폭행당하는 장면을 목격하여 불안과 공포를 경험한 경우, 이로 인한 정신적 고통은 손해배상의 대상이 될 수 있습니다.",피해자 학대 어떻다 폭행 당하다 손해배상 받다 직접,-1
지연손해금의 법정 이율은 어떻게 결정되나요?,"민법 제397조에 따르면, 지연손해금의 법정 이율은 원칙적으로 연 5%입니다. 그러나 민법 제3항 및 소송촉진 등에 관한 특례법 제2조에 따라 소송이 진행 중이고 채무자가 이행의무에 대해 다투었다면, 항소심에서 그 주장이 배척되더라도 그 주장에 상당한 근거가 있었던 경우, 기본적으로는 5%보다 높은 연 12%로 적용할 수 있는 조건이 충족되지 않아 지연손해금을 요구할 수 없습니다.",2018-06-21T09:00:00.000+09:00,0,"지연손해금의 법정 이율은 어떻게 결정되나요? 민법 제397조에 따르면, 지연손해금의 법정 이율은 원칙적으로 연 5%입니다. 그러나 민법 제3항 및 소송촉진 등에 관한 특례법 제2조에 따라 소송이 진행 중이고 채무자가 이행의무에 대해 다투었다면, 항소심에서 그 주장이 배척되더라도 그 주장에 상당한 근거가 있었던 경우, 기본적으로는 5%보다 높은 연 12%로 적용할 수 있는 조건이 충족되지 않아 지연손해금을 요구할 수 없습니다.",법정 이율 지연손해금 어떻다 결정,-1
무등록 국제결혼중개업자의 손해배상 책임에 대한 적용 범위는 무엇인가요?,"무등록 국제결혼중개업자의 손해배상 책임은 관련법령인 '결혼중개업의 관리에 관한 법률'에 따라 중개계약을 체결할 때 중개업자의 등록 여부를 고지할 의무가 있으며, 이를 위반할 경우 위자료 및 정신적 손해를 배상할 책임이 있습니다. 이는 피해자가 무등록 중개자의 정보를 신뢰하고 계약을 체결한 경우에도 적용됩니다.",2021-11-12T09:00:00.000+09:00,0,"무등록 국제결혼중개업자의 손해배상 책임에 대한 적용 범위는 무엇인가요? 무등록 국제결혼중개업자의 손해배상 책임은 관련법령인 '결혼중개업의 관리에 관한 법률'에 따라 중개계약을 체결할 때 중개업자의 등록 여부를 고지할 의무가 있으며, 이를 위반할 경우 위자료 및 정신적 손해를 배상할 책임이 있습니다. 이는 피해자가 무등록 중개자의 정보를 신뢰하고 계약을 체결한 경우에도 적용됩니다.",중개업 등록 대한 결혼 책임 국제 범위 적용 손해배상,-1
퇴직금 산정의 기초가 되는 평균임금의 인정 범위는 어떻게 되나요?,"퇴직금 산정 시 평균임금의 기초가 되는 임금 총액은 퇴직 전 3개월 동안의 월 급여와 모든 고정적으로 지급된 수당을 포함해야 합니다. 이러한 평균임금은 근로기준법 제36조에 명시되어 있으며, 정기적으로 지급된 모든 형태의 임금이 포함될 수 있습니다. 고등부 수당도 여기에 포함될 수 있어, 퇴직금 산정 시 반드시 반영되어야 합니다.",2015-11-25T09:00:00.000+09:00,0,"퇴직금 산정의 기초가 되는 평균임금의 인정 범위는 어떻게 되나요? 퇴직금 산정 시 평균임금의 기초가 되는 임금 총액은 퇴직 전 3개월 동안의 월 급여와 모든 고정적으로 지급된 수당을 포함해야 합니다. 이러한 평균임금은 근로기준법 제36조에 명시되어 있으며, 정기적으로 지급된 모든 형태의 임금이 포함될 수 있습니다. 고등부 수당도 여기에 포함될 수 있어, 퇴직금 산정 시 반드시 반영되어야 합니다.",평균 기초 퇴직금 인정 어떻다 범위 산정 임금,-1
보정명령의 적용 범위는 무엇인가요?,"보정명령의 적용 범위는 민사소송법 제402조에 명시되어 있습니다. 항소심재판장은 항소인이 제출한 서류에 흠이 있을 경우, 상당한 기간을 정해 그 기간 내에 흠을 보정하도록 명할 수 있습니다. 보정명령은 주로 서류의 형식적 흠결을 보완하기 위한 것으로, 실질적인 내용 변경을 요구하지 않습니다. 따라서, 보정명령은 서류의 완전성과 정확성을 확보하기 위한 절차적 조치로 이해할 수 있습니다.",2020-09-10T09:00:00.000+09:00,0,"보정명령의 적용 범위는 무엇인가요? 보정명령의 적용 범위는 민사소송법 제402조에 명시되어 있습니다. 항소심재판장은 항소인이 제출한 서류에 흠이 있을 경우, 상당한 기간을 정해 그 기간 내에 흠을 보정하도록 명할 수 있습니다. 보정명령은 주로 서류의 형식적 흠결을 보완하기 위한 것으로, 실질적인 내용 변경을 요구하지 않습니다. 따라서, 보정명령은 서류의 완전성과 정확성을 확보하기 위한 절차적 조치로 이해할 수 있습니다.",명령 적용 보정 범위,-1
퇴직금 지급 의무의 범위는 어떻게 설정되나요?,"퇴직금 지급 의무는 근로기준법 제34조에 기반하여 설정됩니다.근로자에게 지급될 퇴직금의 범위는 계속근로기간에 따라 결정되며, 근로자가 퇴직한 후의 평균임금을 기준으로 산정됩니다. 또한, 퇴직금 지급액수는 근로자의 근속기간에 비례하여 계산되며, 지급기준이 되는 평균임금도 퇴직 전 3개월간의 임금총액을 기준으로 합니다.",2018-01-24T09:00:00.000+09:00,0,"퇴직금 지급 의무의 범위는 어떻게 설정되나요? 퇴직금 지급 의무는 근로기준법 제34조에 기반하여 설정됩니다.근로자에게 지급될 퇴직금의 범위는 계속근로기간에 따라 결정되며, 근로자가 퇴직한 후의 평균임금을 기준으로 산정됩니다. 또한, 퇴직금 지급액수는 근로자의 근속기간에 비례하여 계산되며, 지급기준이 되는 평균임금도 퇴직 전 3개월간의 임금총액을 기준으로 합니다.",의무 퇴직금 지급 어떻다 범위 설정,-1
손해배상청구에서 위자료의 인정범위는 어떻게 결정되나요?,"위자료의 인정범위는 민법 제750조의 '정신적인 고통'을 기준으로 하여 결정됩니다. 법원은 개인의 구체적인 상황, 예를 들어 체포와 구금의 기간, 고통의 정도, 사회적 지위 변화 등의 요소를 종합적으로 고려하여 금액을 산정하게 됩니다.",2013-11-29T09:00:00.000+09:00,0,"손해배상청구에서 위자료의 인정범위는 어떻게 결정되나요? 위자료의 인정범위는 민법 제750조의 '정신적인 고통'을 기준으로 하여 결정됩니다. 법원은 개인의 구체적인 상황, 예를 들어 체포와 구금의 기간, 고통의 정도, 사회적 지위 변화 등의 요소를 종합적으로 고려하여 금액을 산정하게 됩니다.",위자료 인정 어떻다 범위 청구 결정 손해배상,-1
퇴직금 청구권의 포기에 대한 법적 조건은 무엇인가요?,"퇴직금 청구권은 근로자퇴직급여보장법에 따라 강행규정으로 보호받기 때문에 근로자가 사전에 포기하는 것은 일반적으로 무효입니다. 따라서 퇴직금 지급에 대한 포기는 명시적이고 구체적인 약정에 기반해야 하며, 아니면 실질적인 부당이득 반환의 조건을 갖추고 있어야 합니다(대법원 2010. 5. 27. 선고 2008다9150 판결 참조).",2017-06-28T09:00:00.000+09:00,0,"퇴직금 청구권의 포기에 대한 법적 조건은 무엇인가요? 퇴직금 청구권은 근로자퇴직급여보장법에 따라 강행규정으로 보호받기 때문에 근로자가 사전에 포기하는 것은 일반적으로 무효입니다. 따라서 퇴직금 지급에 대한 포기는 명시적이고 구체적인 약정에 기반해야 하며, 아니면 실질적인 부당이득 반환의 조건을 갖추고 있어야 합니다(대법원 2010. 5. 27. 선고 2008다9150 판결 참조).",퇴직금 청구권 대한 조건 법적 포기,-1
부당한 가압류에 따른 법정 이율은 어떻게 적용되나요?,"부당한 가압류에 따라 발생한 손해에 대한 법정 지연손해는 민법 제l6조와 소송촉진 등에 관한 특례법에 따라 적용됩니다. 가압류의 청구 금액이 부당하게 과다하게 책정된 경우, 첫 5%의 이율이 적용되며, 소송의 종결 후에는 12%의 이율이 적용됩니다.",2021-10-14T09:00:00.000+09:00,0,"부당한 가압류에 따른 법정 이율은 어떻게 적용되나요? 부당한 가압류에 따라 발생한 손해에 대한 법정 지연손해는 민법 제l6조와 소송촉진 등에 관한 특례법에 따라 적용됩니다. 가압류의 청구 금액이 부당하게 과다하게 책정된 경우, 첫 5%의 이율이 적용되며, 소송의 종결 후에는 12%의 이율이 적용됩니다.",법정 따르다 이율 어떻다 부당하다 적용 가압류,-1
부동산 가압류로 인한 손해배상 책임을 인정하기 위한 조건은 무엇인가요?,"부동산 가압류로 인한 손해배상 책임을 인정하기 위해서는 가압류 집행이 그 부동산의 처분을 지연시켰고, 이로 인해 소유자가 실질적인 손해를 입었다는 사실을 입증해야 합니다. 대법원 2002. 9. 6. 선고 2000다71715 판결에 따르면, 가압류의 집행이 부동산 처분의 지연을 초래하였다는 사실과, 그 처분 지연이 손해 발생의 직접적인 원인임을 입증해야 합니다. 이때 손해는 부동산을 계속 사용 및 수익함으로서 발생하는 이익과 상쇄되지 않아야 하며, 특별 손해로서 인정될 수 있는 경우에 해당하여야 합니다.",2019-05-02T09:00:00.000+09:00,0,"부동산 가압류로 인한 손해배상 책임을 인정하기 위한 조건은 무엇인가요? 부동산 가압류로 인한 손해배상 책임을 인정하기 위해서는 가압류 집행이 그 부동산의 처분을 지연시켰고, 이로 인해 소유자가 실질적인 손해를 입었다는 사실을 입증해야 합니다. 대법원 2002. 9. 6. 선고 2000다71715 판결에 따르면, 가압류의 집행이 부동산 처분의 지연을 초래하였다는 사실과, 그 처분 지연이 손해 발생의 직접적인 원인임을 입증해야 합니다. 이때 손해는 부동산을 계속 사용 및 수익함으로서 발생하는 이익과 상쇄되지 않아야 하며, 특별 손해로서 인정될 수 있는 경우에 해당하여야 합니다.",부동산 인정 조건 책임 인하다 손해배상 가압류,-1
위자료 청구에서 권리남용의 인정 조건은 무엇인가요?,"권리남용은 특정한 권리가 상대방에게 고통이나 손해를 주기 위한 것이라는 주관적 요건을 갖추고, 객관적으로 사회 질서에 위반된다고 볼 수 있을 때 인정됩니다. 이를 판단할 때는 개별적이고 구체적인 사안에 따라 다르게 평가되며, 필요 시 권리행사의 정당성을 결여한 객관적인 사정이 함께 고려되어야 합니다.",2020-05-29T09:00:00.000+09:00,0,"위자료 청구에서 권리남용의 인정 조건은 무엇인가요? 권리남용은 특정한 권리가 상대방에게 고통이나 손해를 주기 위한 것이라는 주관적 요건을 갖추고, 객관적으로 사회 질서에 위반된다고 볼 수 있을 때 인정됩니다. 이를 판단할 때는 개별적이고 구체적인 사안에 따라 다르게 평가되며, 필요 시 권리행사의 정당성을 결여한 객관적인 사정이 함께 고려되어야 합니다.",위자료 권리남용 인정 조건 청구,-1
정신적 고통에 대한 위자료를 청구하기 위한 요건은 무엇인가요?,"정신적 고통에 대한 위자료는 일반적으로 재산적 손해의 배상으로 회복된 것으로 간주됩니다. 그러나 재산적 손해의 배상으로 회복할 수 없는 정신적 손해가 발생한 경우, 이는 특별한 사정에 해당해야 하며, 가해자가 그러한 사정을 알거나 알 수 있었던 경우에만 위자료 청구가 인정될 수 있습니다 (대법원 1992. 5. 26. 선고 91다38334 판결).",2021-06-03T09:00:00.000+09:00,0,"정신적 고통에 대한 위자료를 청구하기 위한 요건은 무엇인가요? 정신적 고통에 대한 위자료는 일반적으로 재산적 손해의 배상으로 회복된 것으로 간주됩니다. 그러나 재산적 손해의 배상으로 회복할 수 없는 정신적 손해가 발생한 경우, 이는 특별한 사정에 해당해야 하며, 가해자가 그러한 사정을 알거나 알 수 있었던 경우에만 위자료 청구가 인정될 수 있습니다 (대법원 1992. 5. 26. 선고 91다38334 판결).",위자료 대한 고통 청구 정신 요건,-1
해외근로자의 퇴직금 산정 시 평균임금의 기준은 무엇인가요?,퇴직금 산정의 기준이 되는 평균임금은 근로기준법 제19조 제2항에 따라 퇴직하는 근로자에 대해 퇴직한 날 이전 3개월 간 지급된 임금의 총액을 그 기간의 총일수로 나눈 금액을 의미합니다.,2019-10-31T09:00:00.000+09:00,0,해외근로자의 퇴직금 산정 시 평균임금의 기준은 무엇인가요? 퇴직금 산정의 기준이 되는 평균임금은 근로기준법 제19조 제2항에 따라 퇴직하는 근로자에 대해 퇴직한 날 이전 3개월 간 지급된 임금의 총액을 그 기간의 총일수로 나눈 금액을 의미합니다.,평균 퇴직금 해외 근로자 기준 산정 임금,-1
손해배상청구에서 손해의 범위는 어떻게 규정되나요?,"손해배상청구의 범위는 통상적으로 피해자가 입은 실제 손해와 그로 인해 발생한 후유증 및 정신적 고통을 포함합니다. 민법 제750조에 근거하여, 손해는 피해자가 회복 가능성을 함께 고려하여 산정되며, 위자료나 장례비 등은 법원에서 인정한 범위 내에서 지급될 수 있습니다. 이를 통해 '상속금액'과 '과실상계' 등을 조정하여 최종적인 배상 금액을 결정하게 됩니다.",2017-02-24T09:00:00.000+09:00,0,"손해배상청구에서 손해의 범위는 어떻게 규정되나요? 손해배상청구의 범위는 통상적으로 피해자가 입은 실제 손해와 그로 인해 발생한 후유증 및 정신적 고통을 포함합니다. 민법 제750조에 근거하여, 손해는 피해자가 회복 가능성을 함께 고려하여 산정되며, 위자료나 장례비 등은 법원에서 인정한 범위 내에서 지급될 수 있습니다. 이를 통해 '상속금액'과 '과실상계' 등을 조정하여 최종적인 배상 금액을 결정하게 됩니다.",손해 규정 어떻다 범위 청구 손해배상,-1
손해배상 액수를 산정할 때 고려되는 요소는 무엇인가요?,"손해배상 액수를 산정할 때는 사고로 인한 직접적 손해와 간접적 손해를 모두 포함하여 평가해야 합니다. 민법 제750조에 따라 손해의 범위는 가해 행위와 손해 간의 인과관계 내에서 인정되는 필요 비용, 치료비용, 소득 손실, 그리고 정신적 고통에 따른 위자료를 포함해야 하며, 특별한 사정이 없는 한 피해자가 입증해야 할 책임이 있습니다.",2020-08-20T09:00:00.000+09:00,0,"손해배상 액수를 산정할 때 고려되는 요소는 무엇인가요? 손해배상 액수를 산정할 때는 사고로 인한 직접적 손해와 간접적 손해를 모두 포함하여 평가해야 합니다. 민법 제750조에 따라 손해의 범위는 가해 행위와 손해 간의 인과관계 내에서 인정되는 필요 비용, 치료비용, 소득 손실, 그리고 정신적 고통에 따른 위자료를 포함해야 하며, 특별한 사정이 없는 한 피해자가 입증해야 할 책임이 있습니다.",액수 고려 산정 손해배상 요소,-1
손해배상청구소송에서 임시가처분의 적법한 요건은 무엇인가요?,"민사집행법 제20조에 따라 임시가처분의 적법한 요건은 청구권이 존재할 것, 급박하게 보호할 필요가 있을 것, 그리고 가처분에 의해 상대방에게 가해지는 불이익이 최소화되어야 할 필요가 충족되어야 합니다. 이러한 요건이 충족될 경우 법원은 임시가처분 신청을 인용할 수 있습니다.",2011-10-26T09:00:00.000+09:00,0,"손해배상청구소송에서 임시가처분의 적법한 요건은 무엇인가요? 민사집행법 제20조에 따라 임시가처분의 적법한 요건은 청구권이 존재할 것, 급박하게 보호할 필요가 있을 것, 그리고 가처분에 의해 상대방에게 가해지는 불이익이 최소화되어야 할 필요가 충족되어야 합니다. 이러한 요건이 충족될 경우 법원은 임시가처분 신청을 인용할 수 있습니다.",소송 청구 적법하다 손해배상 요건 가처분 임시,-1
위자료 청구에서 손해의 구체적인 입증 기준은 무엇인가요?,"위자료 청구에서 손해의 입증 기준은 피해자가 실제로 받은 정신적 고통을 구체적으로 증명해야 하는 것으로, 대법원 판례에 따르면 피해자의 주관적 경험뿐만 아니라 사회통념상 그 고통의 정도가 인정될 수 있는 정도로 입증되어야 합니다. 이에 따라 관련 증거, 예를 들면 전문가의 진단서 등이 필요할 수 있습니다.",2022-07-20T09:00:00.000+09:00,0,"위자료 청구에서 손해의 구체적인 입증 기준은 무엇인가요? 위자료 청구에서 손해의 입증 기준은 피해자가 실제로 받은 정신적 고통을 구체적으로 증명해야 하는 것으로, 대법원 판례에 따르면 피해자의 주관적 경험뿐만 아니라 사회통념상 그 고통의 정도가 인정될 수 있는 정도로 입증되어야 합니다. 이에 따라 관련 증거, 예를 들면 전문가의 진단서 등이 필요할 수 있습니다.",위자료 손해 입증 구체 기준 청구,-1
임금피크제의 적용을 받지 않는 근로자들에 대한 취업규칙 변경의 법적 효력이 무엇인가요?,"근로기준법 제94조 제1항에 따르면, 사용자가 취업규칙의 변경을 통해 근로조건을 불리하게 변경하고자 할 경우, 반드시 근로자들의 집단적 동의를 받아야 합니다. 만약 이러한 동의를 얻지 않았다면, 변경된 취업규칙은 무효로 간주되며, 근로자는 종전의 취업규칙을 기준으로한 근로조건을 주장할 수 있습니다.",2022-02-15T09:00:00.000+09:00,0,"임금피크제의 적용을 받지 않는 근로자들에 대한 취업규칙 변경의 법적 효력이 무엇인가요? 근로기준법 제94조 제1항에 따르면, 사용자가 취업규칙의 변경을 통해 근로조건을 불리하게 변경하고자 할 경우, 반드시 근로자들의 집단적 동의를 받아야 합니다. 만약 이러한 동의를 얻지 않았다면, 변경된 취업규칙은 무효로 간주되며, 근로자는 종전의 취업규칙을 기준으로한 근로조건을 주장할 수 있습니다.",취업규칙 근로자 대한 효력 피크 적용 제의 변경 법적 받다 임금,-1
항소심에서 심판 범위는 어떻게 설정되나요?,"항소심에서의 심판 범위는 민사소송법 제401조에 규정된 바와 같이 항소인이 제기한 불복의 범위에 따라 결정됩니다. 즉, 항소가 제기된 부분에 대해서만 심판이 이루어지며, 불복 신청이 이루어지지 않은 부분은 심판대상이 되지 않습니다. 이는 대법원 판례(예: 대법원 2019. 7. 25. 선고 2019다226432 판결)에 의해서도 확인된 원칙입니다.",2021-10-28T09:00:00.000+09:00,0,"항소심에서 심판 범위는 어떻게 설정되나요? 항소심에서의 심판 범위는 민사소송법 제401조에 규정된 바와 같이 항소인이 제기한 불복의 범위에 따라 결정됩니다. 즉, 항소가 제기된 부분에 대해서만 심판이 이루어지며, 불복 신청이 이루어지지 않은 부분은 심판대상이 되지 않습니다. 이는 대법원 판례(예: 대법원 2019. 7. 25. 선고 2019다226432 판결)에 의해서도 확인된 원칙입니다.",어떻다 범위 항소심 심판 설정,-1
손해배상 청구에 있어 손해액 산정 시 고려해야 할 요소는 무엇인가요?,"손해배상 청구에서 손해액 산정 시 피해자의 연령, 직업, 사회적 지위, 재산 및 생활상태, 입은 고통의 정도 그리고 피해자의 과실 정도 등을 종합적으로 고려하여야 합니다. 이러한 요소들은 손해의 공평한 부담 원칙에 부합하여 법원이 위자료 액수를 결정하는 데 중요한 참고자료가 됩니다. (대법원 2009. 12. 24. 선고 2007다77149 판결 참조)",2022-10-26T09:00:00.000+09:00,0,"손해배상 청구에 있어 손해액 산정 시 고려해야 할 요소는 무엇인가요? 손해배상 청구에서 손해액 산정 시 피해자의 연령, 직업, 사회적 지위, 재산 및 생활상태, 입은 고통의 정도 그리고 피해자의 과실 정도 등을 종합적으로 고려하여야 합니다. 이러한 요소들은 손해의 공평한 부담 원칙에 부합하여 법원이 위자료 액수를 결정하는 데 중요한 참고자료가 됩니다. (대법원 2009. 12. 24. 선고 2007다77149 판결 참조)",손해 고려 산정 청구 손해배상 요소,-1
폭행사건에서 피해자의 진술이 변동할 경우 법원은 어떻게 판단하나요?,"형사소송법 제325조 후단을 적용하여, 피해자의 진술이 변동하는 경우 법원은 그 변동의 이유와 진술의 일관성을 검토해야 합니다. 법원은 피해자가 왜 진술을 변경했는지, 이전 진술의 구체성과 진술 시 상황에 따라 판단하므로, 변동된 진술이 당시 상황을 기준으로 얼마나 신빙성이 있는지를 평가해야 합니다.",2014-10-17T09:00:00.000+09:00,0,"폭행사건에서 피해자의 진술이 변동할 경우 법원은 어떻게 판단하나요? 형사소송법 제325조 후단을 적용하여, 피해자의 진술이 변동하는 경우 법원은 그 변동의 이유와 진술의 일관성을 검토해야 합니다. 법원은 피해자가 왜 진술을 변경했는지, 이전 진술의 구체성과 진술 시 상황에 따라 판단하므로, 변동된 진술이 당시 상황을 기준으로 얼마나 신빙성이 있는지를 평가해야 합니다.",피해자 하나요 진술 판단 사건 어떻다 법원 폭행 변동,-1
