input,output,input_processed,is_divorce,topic_label,announce_date,text_combined
배우자가 있는 상태에서 다른 사람과 부정행위를 한 경우 법률적으로 어떤 책임을 지게 되나요?,"민법 제826조에 따르면, 부부는 동거하며 서로 부양하고 협조할 의무가 있으며, 부정행위를 하지 않아야 하는 성적 성실의무를 부담합니다. 부정행위란 간통을 포함하여 넓은 개념으로서, 간통에까지 이르지 않더라도 부부의 정조의무에 충실하지 않는 모든 부정한 행위를 포함합니다. 이에 따라 부정행위를 한 경우, 부부의 일방은 다른 배우자가 입은 정신적 고통에 대해 불법행위에 의한 손해배상의무를 지게 됩니다.",배우자 상태 다른 부정행위 법률 책임 지게,1,5,2020-07-15T09:00:00.000+09:00,"배우자가 있는 상태에서 다른 사람과 부정행위를 한 경우 법률적으로 어떤 책임을 지게 되나요? 민법 제826조에 따르면, 부부는 동거하며 서로 부양하고 협조할 의무가 있으며, 부정행위를 하지 않아야 하는 성적 성실의무를 부담합니다. 부정행위란 간통을 포함하여 넓은 개념으로서, 간통에까지 이르지 않더라도 부부의 정조의무에 충실하지 않는 모든 부정한 행위를 포함합니다. 이에 따라 부정행위를 한 경우, 부부의 일방은 다른 배우자가 입은 정신적 고통에 대해 불법행위에 의한 손해배상의무를 지게 됩니다."
제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법률적 책임은 무엇인가요?,제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례(2011므2997 전원합의체 판결)에서도 인정된 바 있습니다. 따라서 이러한 경우 제3자는 이에 따른 정신적 손해에 대해 배상할 의무가 있습니다.,부부 일방 부정행위 법률 책임 제3자가,1,5,2022-07-20T09:00:00.000+09:00,제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법률적 책임은 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례(2011므2997 전원합의체 판결)에서도 인정된 바 있습니다. 따라서 이러한 경우 제3자는 이에 따른 정신적 손해에 대해 배상할 의무가 있습니다.
배우자와 제3자의 부정행위로 인한 정신적 고통에 대한 손해배상 청구가 가능한 기준은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 배우자로서 가지는 권리를 침해한 것으로 간주되며, 이에 대한 불법행위책임은 공동불법행위책임으로서 부진정연대채무 관계에 있습니다(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결 참조).",배우자 부정행위 정신 고통 손해배상 청구 기준 제3자의,1,6,2019-05-29T09:00:00.000+09:00,"배우자와 제3자의 부정행위로 인한 정신적 고통에 대한 손해배상 청구가 가능한 기준은 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 배우자로서 가지는 권리를 침해한 것으로 간주되며, 이에 대한 불법행위책임은 공동불법행위책임으로서 부진정연대채무 관계에 있습니다(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결 참조)."
부부의 정조의무를 위반한 행위가 법적으로 처벌받는 근거는 무엇인가요?,"부부의 정조의무를 위반한 행위는 민법 제840조 및 관련 대법원 판례에 따라 부정행위로 간주됩니다. 이러한 부정행위는 혼인의 본질에 해당하는 부부공동생활을 침해하는 것으로, 불법행위로 인정되어 손해배상 책임을 질 수 있습니다.",부부 정조 의무 위반 행위 법적 처벌 받다,1,4,2021-05-13T09:00:00.000+09:00,"부부의 정조의무를 위반한 행위가 법적으로 처벌받는 근거는 무엇인가요? 부부의 정조의무를 위반한 행위는 민법 제840조 및 관련 대법원 판례에 따라 부정행위로 간주됩니다. 이러한 부정행위는 혼인의 본질에 해당하는 부부공동생활을 침해하는 것으로, 불법행위로 인정되어 손해배상 책임을 질 수 있습니다."
"제3자가 혼인 관계에 있는 사람과 부정행위를 한 경우, 손해배상 책임을 지기 위한 조건은 무엇인가요?","혼인 관계에 있는 사람과 부정행위를 한 제3자가 손해배상 책임을 지기 위해서는, 그 제3자가 상대방이 유부남 또는 유부녀라는 사실을 알고도 부정행위를 하여 부부공동생활을 침해하거나 그 유지에 방해를 일으켰다는 것을 증명해야 합니다. 이로 인해 부부 중 한 명이 정신적인 손해를 입었다면, 제3자는 이에 대한 배상 의무를 집니다.",혼인 관계 부정행위 손해배상 책임 지기 제3자가,1,5,2023-02-02T09:00:00.000+09:00,"제3자가 혼인 관계에 있는 사람과 부정행위를 한 경우, 손해배상 책임을 지기 위한 조건은 무엇인가요? 혼인 관계에 있는 사람과 부정행위를 한 제3자가 손해배상 책임을 지기 위해서는, 그 제3자가 상대방이 유부남 또는 유부녀라는 사실을 알고도 부정행위를 하여 부부공동생활을 침해하거나 그 유지에 방해를 일으켰다는 것을 증명해야 합니다. 이로 인해 부부 중 한 명이 정신적인 손해를 입었다면, 제3자는 이에 대한 배상 의무를 집니다."
"배우자가 있는 사람과 부정한 행위를 한 경우, 손해배상 책임이 인정되는 조건은 무엇인가요?","배우자가 있는 사람과 부정한 행위를 한 경우, 손해배상 책임이 인정되기 위해서는 상대방이 배우자가 있음을 알면서도 고의적으로 부정한 행위를 해야 합니다. 이는 유책배우자가 아닌 제3자가 고의로 부부공동생활을 침해하고 그 유지를 방해하며 배우자의 권리를 침해한 행위로 간주되어 손해배상 책임이 따릅니다.",배우자 부정 행위 손해배상 책임,1,5,2022-04-14T09:00:00.000+09:00,"배우자가 있는 사람과 부정한 행위를 한 경우, 손해배상 책임이 인정되는 조건은 무엇인가요? 배우자가 있는 사람과 부정한 행위를 한 경우, 손해배상 책임이 인정되기 위해서는 상대방이 배우자가 있음을 알면서도 고의적으로 부정한 행위를 해야 합니다. 이는 유책배우자가 아닌 제3자가 고의로 부부공동생활을 침해하고 그 유지를 방해하며 배우자의 권리를 침해한 행위로 간주되어 손해배상 책임이 따릅니다."
"제3자가 부부의 일방과 부정행위를 할 때, 부부공동생활이 파탄된 상태였다는 주장에 대한 증명 책임은 무엇인가요?","제3자가 주장하는 부부공동생활이 파탄된 상태라는 주장은 명확한 증거로 입증되어야 합니다. 예를 들어, 장기간의 별거, 부부간의 명백한 불화 등의 객관적 증거가 필요합니다. 단순히 제3자의 주장만으로는 부부공동생활의 파탄을 증명하기 어렵습니다.",부부 일방 부정행위 생활 파탄 상태 이다 책임 제3자가,1,5,2019-11-29T09:00:00.000+09:00,"제3자가 부부의 일방과 부정행위를 할 때, 부부공동생활이 파탄된 상태였다는 주장에 대한 증명 책임은 무엇인가요? 제3자가 주장하는 부부공동생활이 파탄된 상태라는 주장은 명확한 증거로 입증되어야 합니다. 예를 들어, 장기간의 별거, 부부간의 명백한 불화 등의 객관적 증거가 필요합니다. 단순히 제3자의 주장만으로는 부부공동생활의 파탄을 증명하기 어렵습니다."
"배우자가 있는 사람과 부정행위를 한 경우, 이로 인한 손해배상 책임의 기준은 무엇인가요?","대법원 판례에 따르면, 제3자가 배우자가 있는 사람과 부정행위를 함으로써 부부공동생활을 침해하거나 그 유지를 방해하고, 배우자로서의 권리를 침해하여 상대방에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 혼인의 본질에 해당하는 부부공동생활을 방해하는 행위로서, 제3자는 이러한 부정행위로 인하여 입은 정신적 고통에 대해 손해배상 책임이 있습니다.",배우자 부정행위 이로 손해배상 책임 기준,1,5,2023-08-09T09:00:00.000+09:00,"배우자가 있는 사람과 부정행위를 한 경우, 이로 인한 손해배상 책임의 기준은 무엇인가요? 대법원 판례에 따르면, 제3자가 배우자가 있는 사람과 부정행위를 함으로써 부부공동생활을 침해하거나 그 유지를 방해하고, 배우자로서의 권리를 침해하여 상대방에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 혼인의 본질에 해당하는 부부공동생활을 방해하는 행위로서, 제3자는 이러한 부정행위로 인하여 입은 정신적 고통에 대해 손해배상 책임이 있습니다."
"제3자가 부부의 일방과 부정행위를 한 경우, 이를 불법행위로 인정하기 위한 조건은 무엇인가요?","대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우는 불법행위에 해당합니다. 이때의 '부정행위'는 간통에까지 이르지 않더라도 부부의 정조의무를 저버린 일체의 행위를 포함하며, 구체적 사안에 따라 그 정도와 상황을 참작하여 평가됩니다.",부부 일방 부정행위 이르다 불법행위 제3자가,1,5,2018-12-13T09:00:00.000+09:00,"제3자가 부부의 일방과 부정행위를 한 경우, 이를 불법행위로 인정하기 위한 조건은 무엇인가요? 대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우는 불법행위에 해당합니다. 이때의 '부정행위'는 간통에까지 이르지 않더라도 부부의 정조의무를 저버린 일체의 행위를 포함하며, 구체적 사안에 따라 그 정도와 상황을 참작하여 평가됩니다."
배우자와 부정행위를 한 제3자가 손해배상 책임을 지는 조건은 무엇인가요?,"배우자와 부정행위를 한 제3자가 손해배상 책임을 지려면, 부정행위가 법률상 배우자가 있는 사람과 이루어졌으며, 그로 인해 다른 배우자의 부부공동생활을 침해하거나 유지를 방해하고 정신적 고통을 가한 경우 해당됩니다. 이러한 경우 제3자는 부정행위로 인한 불법행위 책임을 인정받아 손해배상을 하여야 합니다.",배우자 부정행위 손해배상 책임 지다 제3자가,1,5,2021-06-23T09:00:00.000+09:00,"배우자와 부정행위를 한 제3자가 손해배상 책임을 지는 조건은 무엇인가요? 배우자와 부정행위를 한 제3자가 손해배상 책임을 지려면, 부정행위가 법률상 배우자가 있는 사람과 이루어졌으며, 그로 인해 다른 배우자의 부부공동생활을 침해하거나 유지를 방해하고 정신적 고통을 가한 경우 해당됩니다. 이러한 경우 제3자는 부정행위로 인한 불법행위 책임을 인정받아 손해배상을 하여야 합니다."
혼인 중 아내가 임신하여 출산한 자녀는 어떠한 경우 남편의 친생자로 추정되나요?,"민법 제844조 제1항에 따르면, 혼인 중 아내가 임신하여 출산한 자녀는 남편의 친생자로 추정됩니다. 이는 남편이 자녀의 친생자관계를 부인하기 위해서는 소 제기와 판결을 통해 이를 부인해야 한다는 것입니다.",혼인 아내 임신 출산 자녀 남편 친생자 추정,1,7,2021-10-13T09:00:00.000+09:00,"혼인 중 아내가 임신하여 출산한 자녀는 어떠한 경우 남편의 친생자로 추정되나요? 민법 제844조 제1항에 따르면, 혼인 중 아내가 임신하여 출산한 자녀는 남편의 친생자로 추정됩니다. 이는 남편이 자녀의 친생자관계를 부인하기 위해서는 소 제기와 판결을 통해 이를 부인해야 한다는 것입니다."
부정행위로 인한 혼인생활 침해가 불법행위를 구성하는 조건은 무엇인가요?,"제3자가 배우자와 부정행위를 통해 부부공동생활을 침해하거나 그 유지를 방해하고, 배우자에게 정신적 고통을 가하는 행위는 불법행위를 구성합니다. 이를 위해서는 제3자가 부정행위를 한 사실 및 그로 인해 부부공동생활에 실질적인 침해가 발생했음을 입증해야 합니다.",부정행위 혼인 생활 침해 불법행위 구성,1,5,2019-07-23T09:00:00.000+09:00,"강박에 의한 의사표시가 취소될 수 있는 조건은 무엇인가요? 민법 제110조 제1항에 따라, 강박에 의한 의사표시는 취소할 수 있습니다. 이를 위해서는 표의자에게 외포심을 야기하고 그로 인해 법률행위의 의사를 결정하게 할 고의로써 불법으로 장래의 해악을 통고한 경우여야 합니다. 일반적으로 부정행위에 대한 고소나 고발이 부정한 이익을 목적으로 하지 않는 한 정당한 권리행사로 간주될 수 있지만, 부정한 이익을 목적으로 한 경우는 위법한 강박행위가 되어 의사표시를 취소할 수 있는 조건이 됩니다."
"제3자가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가한 경우, 그 행위는 불법행위를 구성하나요?",제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결에 근거한 것입니다.,부부 일방 부정행위 배우자 정신 고통 가하다 행위 불법행위 구성 하나요 제3자가,1,5,2021-05-21T09:00:00.000+09:00,"부정행위로 인한 혼인생활 침해가 불법행위를 구성하는 조건은 무엇인가요? 제3자가 배우자와 부정행위를 통해 부부공동생활을 침해하거나 그 유지를 방해하고, 배우자에게 정신적 고통을 가하는 행위는 불법행위를 구성합니다. 이를 위해서는 제3자가 부정행위를 한 사실 및 그로 인해 부부공동생활에 실질적인 침해가 발생했음을 입증해야 합니다."
배우자의 부정한 행위가 간통까지 이르지 않은 경우에도 손해배상을 청구할 수 있나요?,"민법 제840조 제1호에 따르면, '배우자의 부정한 행위'는 간통을 포함하는 보다 넓은 개념으로, 간통에 이르지 않더라도 부부의 정조 의무에 충실하지 않은 모든 행위가 포함됩니다. 이러한 부정한 행위로 인해 배우자에게 정신적 충격이나 피해가 발생한 경우, 손해배상을 청구할 수 있습니다.",배우자 부정 행위 간통 이르다 손해배상 청구,1,7,2014-12-23T09:00:00.000+09:00,"제3자가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가한 경우, 그 행위는 불법행위를 구성하나요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결에 근거한 것입니다."
"제3자가 부부의 일방과 부정행위를 하였을 때, 배우자에게 발생하는 정신적 손해에 대해 손해배상이 가능한가요?","한국 법률에 따르면 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위를 구성하며, 이에 대한 손해배상이 가능합니다. 특별히 한국 법률에서는 '부정행위'는 간통을 포함한 보다 넓은 개념으로 정의되며, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위도 포함됩니다.",부부 일방 부정행위 배우자 정신 손해 대해 손해배상 제3자가,1,5,2020-08-26T09:00:00.000+09:00,"배우자의 부정한 행위가 간통까지 이르지 않은 경우에도 손해배상을 청구할 수 있나요? 민법 제840조 제1호에 따르면, '배우자의 부정한 행위'는 간통을 포함하는 보다 넓은 개념으로, 간통에 이르지 않더라도 부부의 정조 의무에 충실하지 않은 모든 행위가 포함됩니다. 이러한 부정한 행위로 인해 배우자에게 정신적 충격이나 피해가 발생한 경우, 손해배상을 청구할 수 있습니다."
"제3자가 부정행위를 통해 손해배상 책임을 질 때, 그 행위가 혼인관계에 미친 영향은 어떻게 평가되나요?","제3자가 부정행위를 통해 손해배상 책임을 질 때, 그 행위가 부부관계에 미친 영향은 구체적 사정을 고려하여 평가됩니다. 예를 들어, 부정행위가 혼인관계의 파탄에 직접적인 영향을 미쳤는지 여부, 부부의 정조의무 위반 정도, 부정행위의 빈도와 기간, 그리고 부정행위가 시작되기 전 부부 사이의 관계 상태 등을 종합적으로 평가하여 손해배상 책임을 결정하게 됩니다. 이러한 평가 과정에서 법원은 실질적인 증거와 각 당사자의 주장들을 토대로 결론에 이르게 됩니다.",부정행위 통해 손해배상 책임 행위 혼인 관계 영향 평 제3자가,1,5,2021-06-24T09:00:00.000+09:00,"제3자가 부부의 일방과 부정행위를 하였을 때, 배우자에게 발생하는 정신적 손해에 대해 손해배상이 가능한가요? 한국 법률에 따르면 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위를 구성하며, 이에 대한 손해배상이 가능합니다. 특별히 한국 법률에서는 '부정행위'는 간통을 포함한 보다 넓은 개념으로 정의되며, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위도 포함됩니다."
제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법적 책임은 무엇인가요?,"민법 제840조 제1호에 따르면, 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부 공동생활을 침해하거나 그 유지를 방해하고 배우자로서의 권리를 침해하여 정신적 고통을 가하는 행위는 불법행위를 구성하게 됩니다. 이는 피해자에게 정신적 손해를 입혔음을 이유로 손해배상 책임을 지게 됩니다.",부부 일방 부정행위 법적 책임 제3자가,1,5,2017-01-12T09:00:00.000+09:00,"제3자가 부정행위를 통해 손해배상 책임을 질 때, 그 행위가 혼인관계에 미친 영향은 어떻게 평가되나요? 제3자가 부정행위를 통해 손해배상 책임을 질 때, 그 행위가 부부관계에 미친 영향은 구체적 사정을 고려하여 평가됩니다. 예를 들어, 부정행위가 혼인관계의 파탄에 직접적인 영향을 미쳤는지 여부, 부부의 정조의무 위반 정도, 부정행위의 빈도와 기간, 그리고 부정행위가 시작되기 전 부부 사이의 관계 상태 등을 종합적으로 평가하여 손해배상 책임을 결정하게 됩니다. 이러한 평가 과정에서 법원은 실질적인 증거와 각 당사자의 주장들을 토대로 결론에 이르게 됩니다."
민법 제840조 제1호에 따른 부정한 행위의 적용 범위는 무엇인가요?,"민법 제840조 제1호 소정의 ‘배우자의 부정한 행위’는 간통을 포함하는 넓은 개념으로 정의되며, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함됩니다. 이는 부부관계의 신뢰를 저버리는 행위와 같은 모든 부정한 행위를 포괄합니다.",민법 부정 행위 범위 제840조 제1호에,1,7,2018-06-22T09:00:00.000+09:00,"제3자가 부부의 일방과 부정행위를 함으로써 발생하는 법적 책임은 무엇인가요? 민법 제840조 제1호에 따르면, 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부 공동생활을 침해하거나 그 유지를 방해하고 배우자로서의 권리를 침해하여 정신적 고통을 가하는 행위는 불법행위를 구성하게 됩니다. 이는 피해자에게 정신적 손해를 입혔음을 이유로 손해배상 책임을 지게 됩니다."
"배우자가 혼인 중 부정행위로 인해 가정에 심각한 영향을 미친 경우, 그 배우자가 손해배상 책임을 면하려면 어떤 조건을 증명해야 하나요?","혼인 중 배우자가 부정행위를 한 경우, 그로 인해 상대방 배우자에게 정신적 고통을 초래하여 자살에 이르게 한 경우 손해배상 책임이 있습니다. 이를 면하려면, 배제된 배우자는 자신의 부정행위와 자살 간의 인과관계가 없음을 증명해야 하며, 상대방 배우자의 자살을 예견할 수 없었고 그 방지 의무가 없었음을 입증해야 합니다. 이는 부정행위 자체의 부인, 정신적 고통의 정도, 자살 시도의 가능성 등을 철저히 입증해야 함을 의미합니다.",배우자 혼인 부정행위 가정 영향 손해배상 책임 하나요,1,5,2020-04-24T09:00:00.000+09:00,"민법 제840조 제1호에 따른 부정한 행위의 적용 범위는 무엇인가요? 민법 제840조 제1호 소정의 ‘배우자의 부정한 행위’는 간통을 포함하는 넓은 개념으로 정의되며, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함됩니다. 이는 부부관계의 신뢰를 저버리는 행위와 같은 모든 부정한 행위를 포괄합니다."
"제3자가 부부 관계에 개입하여 법적인 문제가 되는 행위를 했을 때, 어떤 사유로 불법행위가 성립하나요?","제3자가 타인의 부부공동생활에 개입하여 부부공동생활의 파탄을 초래하거나 혼인의 본질에 해당하는 부부공동생활을 방해하는 경우 불법행위가 성립합니다. 이는 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질을 침해하고 그 결과 배우자에게 정신적 고통을 가하는 행위로, 이러한 행위는 원칙적으로 불법행위를 구성합니다(대법원 2014. 11. 20. 선고 20112997 전원합의체 판결 등 참조).",부부 관계 개입 법적 행위 사유 불법행위 하나요 제3자가,1,4,2019-06-19T09:00:00.000+09:00,"배우자가 혼인 중 부정행위로 인해 가정에 심각한 영향을 미친 경우, 그 배우자가 손해배상 책임을 면하려면 어떤 조건을 증명해야 하나요? 혼인 중 배우자가 부정행위를 한 경우, 그로 인해 상대방 배우자에게 정신적 고통을 초래하여 자살에 이르게 한 경우 손해배상 책임이 있습니다. 이를 면하려면, 배제된 배우자는 자신의 부정행위와 자살 간의 인과관계가 없음을 증명해야 하며, 상대방 배우자의 자살을 예견할 수 없었고 그 방지 의무가 없었음을 입증해야 합니다. 이는 부정행위 자체의 부인, 정신적 고통의 정도, 자살 시도의 가능성 등을 철저히 입증해야 함을 의미합니다."
부부간의 부정행위로 인해 손해배상 청구가 가능한가요?,"민법 제826조에 따르면 배우자는 정조를 지킬 의무가 있으며, 이를 위반하여 부정행위를 한 경우 상대방 배우자는 정신적 고통에 대해 손해배상을 청구할 수 있습니다. 특히 부부의 일방이 부정행위를 하여 배우자에게 정신적 고통을 가한 경우 이는 불법행위에 해당하며, 피해자는 손해배상을 청구할 권리가 있습니다.",부부 부정행위 손해배상 청구,1,6,2021-09-02T09:00:00.000+09:00,"제3자가 부부 관계에 개입하여 법적인 문제가 되는 행위를 했을 때, 어떤 사유로 불법행위가 성립하나요? 제3자가 타인의 부부공동생활에 개입하여 부부공동생활의 파탄을 초래하거나 혼인의 본질에 해당하는 부부공동생활을 방해하는 경우 불법행위가 성립합니다. 이는 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질을 침해하고 그 결과 배우자에게 정신적 고통을 가하는 행위로, 이러한 행위는 원칙적으로 불법행위를 구성합니다(대법원 2014. 11. 20. 선고 20112997 전원합의체 판결 등 참조)."
배우자와 부정행위를 한 제3자에 대한 손해배상 청구가 기각될 수 있는 상황은 무엇인가요?,"배우자와 제3자가 부정행위를 한 사실을 입증할 충분한 증거가 없는 경우, 손해배상 청구는 기각될 수 있습니다. 예를 들어, 성관계를 포함한 부정행위를 명확히 입증할 객관적인 증거가 부족하거나, 증거가 신빙성을 갖추지 못한 경우 법원은 손해배상 청구를 받아들이지 않을 수 있습니다.",배우자 부정행위 손해배상 청구 기각 제3자에,1,6,2017-10-31T09:00:00.000+09:00,"부부간의 부정행위로 인해 손해배상 청구가 가능한가요? 민법 제826조에 따르면 배우자는 정조를 지킬 의무가 있으며, 이를 위반하여 부정행위를 한 경우 상대방 배우자는 정신적 고통에 대해 손해배상을 청구할 수 있습니다. 특히 부부의 일방이 부정행위를 하여 배우자에게 정신적 고통을 가한 경우 이는 불법행위에 해당하며, 피해자는 손해배상을 청구할 권리가 있습니다."
배우자의 부정행위로 인한 정신적 손해배상의무는 어떠한 법적 근거에 의해 성립되나요?,"부부는 정신적·육체적·경제적으로 결합된 공동체로서 서로 협조하고 보호하여 부부공동생활로서의 혼인이 유지되도록 상호 간에 포괄적으로 협력할 의무가 있습니다. 이러한 의무에는 성적 성실의무가 포함되며, 부부의 일방이 부정행위를 한 경우 그로 인해 배우자가 입은 정신적 고통에 대해 불법행위에 의한 손해배상의무를 부담하게 됩니다. 이는 민법 제826조에 기초한 법률적인 의무입니다.",배우자 부정행위 정신 손해배상 의무 법적,1,6,2021-01-22T09:00:00.000+09:00,"배우자와 부정행위를 한 제3자에 대한 손해배상 청구가 기각될 수 있는 상황은 무엇인가요? 배우자와 제3자가 부정행위를 한 사실을 입증할 충분한 증거가 없는 경우, 손해배상 청구는 기각될 수 있습니다. 예를 들어, 성관계를 포함한 부정행위를 명확히 입증할 객관적인 증거가 부족하거나, 증거가 신빙성을 갖추지 못한 경우 법원은 손해배상 청구를 받아들이지 않을 수 있습니다."
"제3자가 타인의 부부공동생활에 개입하여 그 부부공동생활을 파탄시키는 경우, 불법행위로 인정될 수 있는 조건은 무엇인가요?","제3자가 타인의 부부공동생활에 개입하여 그 부부공동생활을 파탄시키는 경우, 불법행위로 인정될 수 있는 조건은 다음과 같습니다. 첫째, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해해야 합니다. 둘째, 그로 인해 배우자에게 정신적 고통을 가하는 행위가 발생해야 합니다. 대법원 판례에 따르면 이러한 행위는 원칙적으로 불법행위를 구성합니다.",타인 부부 생활 개입 파탄 시키다 불법행위 제3자가,1,4,2017-07-25T09:00:00.000+09:00,"배우자의 부정행위로 인한 정신적 손해배상의무는 어떠한 법적 근거에 의해 성립되나요? 부부는 정신적·육체적·경제적으로 결합된 공동체로서 서로 협조하고 보호하여 부부공동생활로서의 혼인이 유지되도록 상호 간에 포괄적으로 협력할 의무가 있습니다. 이러한 의무에는 성적 성실의무가 포함되며, 부부의 일방이 부정행위를 한 경우 그로 인해 배우자가 입은 정신적 고통에 대해 불법행위에 의한 손해배상의무를 부담하게 됩니다. 이는 민법 제826조에 기초한 법률적인 의무입니다."
"제3자가 유부남과 부정한 행위를 하여 배우자에게 정신적 고통을 가한 경우, 불법행위 책임이 인정되나요?","제3자가 유부남과 부정한 행위를 하여 배우자에게 정신적 고통을 가한 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판결에 따르면, 간통을 포함하는 보다 넓은 의미로서 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 이에 해당하며, 구체적인 사안에 따라 그 정도와 상황을 참작하여 평가됩니다.",유부 부정 행위 배우자 정신 고통 가하다 불법행위 책임 제3자가,1,5,2022-08-12T09:00:00.000+09:00,"제3자가 타인의 부부공동생활에 개입하여 그 부부공동생활을 파탄시키는 경우, 불법행위로 인정될 수 있는 조건은 무엇인가요? 제3자가 타인의 부부공동생활에 개입하여 그 부부공동생활을 파탄시키는 경우, 불법행위로 인정될 수 있는 조건은 다음과 같습니다. 첫째, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해해야 합니다. 둘째, 그로 인해 배우자에게 정신적 고통을 가하는 행위가 발생해야 합니다. 대법원 판례에 따르면 이러한 행위는 원칙적으로 불법행위를 구성합니다."
"부부 중 한 사람이 제3자와 부정행위를 할 경우, 제3자가 직면할 수 있는 법적 책임은 무엇인가요?","제3자가 부부 중 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하면, 이는 불법행위를 구성합니다. 따라서, 제3자는 부정행위로 인해 피해자인 배우자에게 정신적 고통을 초래한 것에 대해 손해배상 책임을 질 수 있습니다. 대법원 판례(2011므2997 전원합의체 판결 등)에 따르면, 제3자가 이로 인해 피해 배우자에게 정신적 손해를 배상할 의무가 있습니다.",부부 사람 부정행위 직면 법적 책임 제3자와 제3자가,1,0,2020-01-16T09:00:00.000+09:00,"제3자가 유부남과 부정한 행위를 하여 배우자에게 정신적 고통을 가한 경우, 불법행위 책임이 인정되나요? 제3자가 유부남과 부정한 행위를 하여 배우자에게 정신적 고통을 가한 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판결에 따르면, 간통을 포함하는 보다 넓은 의미로서 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 이에 해당하며, 구체적인 사안에 따라 그 정도와 상황을 참작하여 평가됩니다."
